source_name,MJD,mag,mag_err,RA,DEC
154535.87+014958.1,54881.50327,17.39,0.09,236.39945,1.83296
154535.87+014958.1,54881.50982,17.33,0.09,236.39927,1.83292
154535.87+014958.1,54881.51639,17.29,0.09,236.39938,1.83294
154535.87+014958.1,54881.52294,17.38,0.09,236.39942,1.83281
154535.87+014958.1,54856.51633,17.38,0.09,236.39933,1.83285
154535.87+014958.1,54856.52407,17.3,0.09,236.39933,1.833
154535.87+014958.1,54856.53191,17.36,0.09,236.39922,1.83289
154535.87+014958.1,54856.5397,17.23,0.09,236.39938,1.83277
154535.87+014958.1,55040.20455,17.16,0.09,236.39924,1.83297
154535.87+014958.1,55040.20999,17.49,0.1,236.39937,1.83299
154535.87+014958.1,55040.21529,17.31,0.09,236.39934,1.83272
154535.87+014958.1,55040.22077,17.4,0.1,236.39917,1.8329
154535.87+014958.1,55001.30902,17.16,0.09,236.39934,1.83285
154535.87+014958.1,55001.31383,17.5,0.1,236.39932,1.83274
154535.87+014958.1,55001.3187,17.35,0.1,236.39938,1.83281
154535.87+014958.1,55001.32349,17.37,0.1,236.39946,1.83284
154535.87+014958.1,54911.43708,17.38,0.09,236.39938,1.83296
154535.87+014958.1,54911.44319,17.35,0.09,236.39935,1.83286
154535.87+014958.1,54911.44918,17.38,0.09,236.39925,1.83284
154535.87+014958.1,54911.45511,17.42,0.09,236.39942,1.83283
154535.87+014958.1,54966.31985,17.45,0.1,236.39931,1.83296
154535.87+014958.1,54966.32669,17.48,0.1,236.39941,1.83289
154535.87+014958.1,54966.33356,17.47,0.1,236.39935,1.83287
154535.87+014958.1,54966.34041,17.21,0.09,236.39937,1.83304
154535.87+014958.1,55295.40584,17.43,0.1,236.39938,1.83288
154535.87+014958.1,55295.41321,17.4,0.09,236.39937,1.83287
154535.87+014958.1,55295.42065,17.36,0.09,236.39936,1.83294
154535.87+014958.1,55295.42813,17.3,0.09,236.39929,1.83296
154535.87+014958.1,55356.27273,17.32,0.09,236.39934,1.83287
154535.87+014958.1,55356.28014,17.25,0.09,236.39934,1.83288
154535.87+014958.1,55356.28757,17.39,0.1,236.3993,1.83281
154535.87+014958.1,55356.29506,17.34,0.1,236.39915,1.83296
154535.87+014958.1,55363.26701,17.34,0.09,236.39934,1.83276
154535.87+014958.1,55363.27155,17.42,0.1,236.39946,1.83285
154535.87+014958.1,55363.27616,17.39,0.1,236.3994,1.83274
154535.87+014958.1,55363.28067,17.24,0.09,236.39952,1.83282
154535.87+014958.1,55271.4554,17.41,0.1,236.39928,1.83293
154535.87+014958.1,55271.46237,17.42,0.1,236.39924,1.83295
154535.87+014958.1,55271.46936,17.46,0.1,236.39941,1.83285
154535.87+014958.1,55271.47632,17.42,0.1,236.39948,1.83288
154535.87+014958.1,55320.42946,17.24,0.1,236.39943,1.8328
154535.87+014958.1,55320.43518,17.45,0.11,236.39916,1.83279
154535.87+014958.1,55320.44095,17.34,0.1,236.39931,1.83276
154535.87+014958.1,55320.44671,17.44,0.1,236.39915,1.83277
154535.87+014958.1,55347.2892,17.45,0.1,236.39937,1.8327
154535.87+014958.1,55347.29607,17.46,0.1,236.39927,1.83289
154535.87+014958.1,55347.30303,17.48,0.1,236.39937,1.83297
154535.87+014958.1,55347.30994,17.43,0.1,236.39939,1.8328
154535.87+014958.1,55457.1045,17.6,0.16,236.39919,1.83298
154535.87+014958.1,55457.10717,17.38,0.15,236.39949,1.83264
154535.87+014958.1,55457.10848,17.79,0.18,236.39945,1.83296
154535.87+014958.1,55656.45288,17.36,0.1,236.3994,1.83303
154535.87+014958.1,55656.4581,17.48,0.1,236.39921,1.83279
154535.87+014958.1,55656.46336,17.21,0.09,236.39929,1.83269
154535.87+014958.1,55656.46857,17.32,0.09,236.39938,1.83295
154535.87+014958.1,55675.36009,17.27,0.1,236.39923,1.83283
154535.87+014958.1,55675.36758,17.51,0.11,236.39945,1.83298
154535.87+014958.1,55675.37519,17.22,0.1,236.39929,1.83291
154535.87+014958.1,55675.38281,17.41,0.11,236.39913,1.833
154535.87+014958.1,55618.45724,17.46,0.1,236.39932,1.83301
154535.87+014958.1,55618.46289,17.2,0.09,236.39929,1.83296
154535.87+014958.1,55618.46758,17.42,0.1,236.39927,1.833
154535.87+014958.1,55618.47224,17.66,0.14,236.39979,1.83272
154535.87+014958.1,55743.25195,17.45,0.1,236.39929,1.83298
154535.87+014958.1,55743.25874,17.29,0.1,236.39938,1.83276
154535.87+014958.1,55743.26563,17.32,0.1,236.39964,1.83284
154535.87+014958.1,55743.27251,17.48,0.1,236.39913,1.83296
154535.87+014958.1,55715.22427,17.33,0.1,236.3994,1.83296
154535.87+014958.1,55715.23066,17.49,0.1,236.39939,1.83281
154535.87+014958.1,55715.23705,17.48,0.1,236.39926,1.83291
154535.87+014958.1,55715.24342,17.54,0.1,236.39924,1.83287
154535.87+014958.1,55723.29411,17.47,0.1,236.39934,1.83297
154535.87+014958.1,55723.30156,17.37,0.1,236.39919,1.83286
154535.87+014958.1,55723.31089,17.26,0.09,236.39927,1.83281
154535.87+014958.1,55723.31846,17.34,0.1,236.39928,1.83302
154535.87+014958.1,55734.23962,17.18,0.09,236.39931,1.83283
154535.87+014958.1,55734.24574,17.34,0.1,236.39933,1.83288
154535.87+014958.1,55734.25183,17.25,0.09,236.39936,1.83294
154535.87+014958.1,55734.25786,17.22,0.09,236.39938,1.83298
154535.87+014958.1,55650.44722,17.24,0.1,236.39917,1.83299
154535.87+014958.1,55650.45477,17.37,0.1,236.39932,1.83285
154535.87+014958.1,55650.46234,17.39,0.1,236.39921,1.83287
154535.87+014958.1,55650.46984,17.4,0.1,236.39939,1.83286
154535.87+014958.1,55705.39349,17.41,0.1,236.39935,1.83271
154535.87+014958.1,55705.40096,17.34,0.1,236.3993,1.83311
154535.87+014958.1,55705.40855,17.49,0.1,236.39941,1.83295
154535.87+014958.1,55705.41605,17.31,0.1,236.39915,1.83298
154535.87+014958.1,54945.45036,17.37,0.09,236.39938,1.83302
154535.87+014958.1,55618.45724,17.46,0.1,236.3993,1.83303
154535.87+014958.1,55618.46289,17.11,0.09,236.39929,1.833
154535.87+014958.1,55618.46758,17.41,0.1,236.39932,1.83298
154535.87+014958.1,55618.47224,17.87,0.15,236.39981,1.83274
154535.87+014958.1,55987.45579,17.42,0.1,236.39963,1.83293
154535.87+014958.1,55987.46088,17.37,0.1,236.39928,1.83286
154535.87+014958.1,55987.46597,17.25,0.09,236.39925,1.83275
154535.87+014958.1,55987.47111,17.55,0.1,236.39933,1.83297
154535.87+014958.1,56034.39773,17.49,0.1,236.39931,1.8328
154535.87+014958.1,56034.40381,17.56,0.1,236.39935,1.83301
154535.87+014958.1,56034.40994,17.19,0.09,236.39932,1.8329
154535.87+014958.1,56034.41611,17.41,0.1,236.39937,1.83297
154535.87+014958.1,56059.36885,17.41,0.09,236.39938,1.8328
154535.87+014958.1,56059.37565,17.31,0.09,236.39939,1.83279
154535.87+014958.1,56059.38252,17.49,0.1,236.39943,1.83304
154535.87+014958.1,56059.3893,17.3,0.09,236.39953,1.83286
154535.87+014958.1,56066.35446,17.32,0.09,236.39954,1.83283
154535.87+014958.1,56066.36118,17.35,0.09,236.39935,1.83289
154535.87+014958.1,56066.36802,17.5,0.1,236.39954,1.83283
154535.87+014958.1,56066.37487,17.4,0.09,236.39929,1.83294
154535.87+014958.1,56087.34316,17.32,0.09,236.39927,1.83296
154535.87+014958.1,56087.34827,17.52,0.1,236.39941,1.83287
154535.87+014958.1,56087.35343,17.49,0.1,236.39928,1.83277
154535.87+014958.1,56087.35853,17.49,0.1,236.39947,1.83296
154535.87+014958.1,56097.29472,17.28,0.08,236.39933,1.83295
154535.87+014958.1,56097.30256,17.43,0.09,236.39943,1.8329
154535.87+014958.1,56097.31039,17.36,0.09,236.39925,1.83302
154535.87+014958.1,56097.31828,17.38,0.09,236.39935,1.83285
154535.87+014958.1,56152.19085,17.49,0.11,236.39896,1.83283
154535.87+014958.1,56152.19595,17.43,0.1,236.39905,1.83273
154535.87+014958.1,56152.20118,17.4,0.1,236.39925,1.83289
154535.87+014958.1,56152.20627,17.84,0.12,236.39894,1.83301
154535.87+014958.1,56314.53119,17.37,0.1,236.39942,1.83291
154535.87+014958.1,56314.53409,17.3,0.1,236.39946,1.833
154535.87+014958.1,56314.53716,17.21,0.1,236.39927,1.83308
154535.87+014958.1,56314.54016,17.24,0.1,236.39944,1.83293
154535.87+014958.1,56366.44408,17.4,0.1,236.39946,1.83305
154535.87+014958.1,56366.45144,17.31,0.09,236.39942,1.83288
154535.87+014958.1,56366.45875,17.42,0.1,236.39931,1.83287
154535.87+014958.1,56366.46619,17.29,0.09,236.39942,1.83287
154535.87+014958.1,55956.51991,17.33,0.09,236.39944,1.83286
154535.87+014958.1,55956.52795,17.3,0.09,236.39945,1.83297
154535.87+014958.1,55956.53608,17.37,0.09,236.39941,1.83292
154535.87+014958.1,55956.54419,17.38,0.09,236.39934,1.83279
154535.87+014958.1,56393.42259,17.37,0.1,236.39931,1.83303
154535.87+014958.1,56393.42763,17.42,0.1,236.39936,1.83306
154535.87+014958.1,56393.4328,17.41,0.1,236.39933,1.83292
154535.87+014958.1,56393.43793,17.43,0.1,236.3993,1.833
154535.87+014958.1,56424.34037,17.52,0.1,236.39926,1.83295
154535.87+014958.1,56424.34938,17.42,0.1,236.39932,1.83288
154535.87+014958.1,56424.35846,17.54,0.1,236.39936,1.83292
154535.87+014958.1,56424.36755,17.48,0.1,236.39933,1.83277
154535.87+014958.1,56430.32179,17.39,0.1,236.39935,1.833
154535.87+014958.1,56430.32686,17.47,0.1,236.39936,1.83296
154535.87+014958.1,56430.33191,17.37,0.1,236.39919,1.83291
154535.87+014958.1,56430.33692,17.41,0.1,236.39931,1.83289
154535.87+014958.1,56443.32851,17.33,0.1,236.39938,1.8329
154535.87+014958.1,56443.33587,17.49,0.1,236.39942,1.83292
154535.87+014958.1,56443.34331,17.47,0.1,236.39931,1.83305
154535.87+014958.1,56443.35071,17.37,0.1,236.39912,1.83301
154535.87+014958.1,56457.2645,17.42,0.1,236.3992,1.83294
154535.87+014958.1,56457.27138,17.23,0.1,236.39937,1.8328
154535.87+014958.1,56457.27828,17.56,0.11,236.39928,1.83293
154535.87+014958.1,56457.28517,17.19,0.09,236.39924,1.83309
154535.87+014958.1,56470.25519,17.23,0.09,236.39925,1.83306
154535.87+014958.1,56470.26307,17.39,0.1,236.39901,1.83304
154535.87+014958.1,56470.27098,17.49,0.1,236.3992,1.83292
154535.87+014958.1,56470.27893,17.45,0.1,236.39926,1.83296
154535.87+014958.1,54213.34378,21.0,0.21,236.39895,1.83543
154535.87+014958.1,54213.36116,20.87,0.2,236.39884,1.83552
154535.87+014958.1,54213.36991,20.72,0.19,236.39888,1.83549
154535.87+014958.1,54148.53692,21.46,0.29,236.39878,1.83539
154535.87+014958.1,54504.47567,20.77,0.24,236.39887,1.83528
154535.87+014958.1,54882.46989,21.36,0.28,236.39887,1.83547
154535.87+014958.1,54882.47601,20.93,0.22,236.39875,1.83545
154535.87+014958.1,54882.48216,21.33,0.27,236.39875,1.83551
154535.87+014958.1,54882.48812,21.13,0.25,236.39872,1.83556
154535.87+014958.1,54952.35115,21.0,0.23,236.39893,1.83538
154535.87+014958.1,54952.3691,21.56,0.31,236.39883,1.8356
154535.87+014958.1,54952.37799,21.3,0.27,236.39886,1.83542
154535.87+014958.1,55329.40214,20.73,0.23,236.39891,1.83543
154535.87+014958.1,55329.4209,20.97,0.26,236.39861,1.83541
154535.87+014958.1,56013.44418,20.63,0.2,236.39895,1.83547
154535.87+014958.1,56013.45274,20.32,0.17,236.39884,1.83514
154535.87+014958.1,56013.46145,21.06,0.24,236.39874,1.83544
154535.87+014958.1,56013.47015,20.92,0.23,236.39864,1.83544
154535.87+014958.1,56073.25599,21.22,0.25,236.39883,1.83545
154535.87+014958.1,56073.27098,22.15,0.42,236.39872,1.83564
154535.87+014958.1,56663.53116,20.89,0.26,236.39883,1.83512
154535.87+014958.1,54213.34378,17.49,0.07,236.39946,1.83278
154535.87+014958.1,54213.35248,17.48,0.07,236.39952,1.83279
154535.87+014958.1,54213.36116,17.48,0.07,236.39939,1.83275
154535.87+014958.1,54213.36991,17.5,0.07,236.39944,1.83278
154535.87+014958.1,54148.52589,17.46,0.07,236.39944,1.83284
154535.87+014958.1,54148.53135,17.44,0.07,236.39946,1.83276
154535.87+014958.1,54148.53692,17.55,0.07,236.39941,1.8328
154535.87+014958.1,54148.54244,17.45,0.07,236.39953,1.83279
154535.87+014958.1,54290.18983,17.41,0.07,236.39948,1.83279
154535.87+014958.1,54290.1964,17.36,0.07,236.39941,1.83278
154535.87+014958.1,54290.20287,17.5,0.07,236.39944,1.83279
154535.87+014958.1,54290.20936,17.49,0.07,236.39947,1.83281
154535.87+014958.1,54504.47567,17.48,0.07,236.39937,1.83277
154535.87+014958.1,54504.479,17.43,0.07,236.39944,1.83278
154535.87+014958.1,54504.48233,17.49,0.07,236.3994,1.83278
154535.87+014958.1,54504.48563,17.44,0.07,236.39947,1.83276
154535.87+014958.1,54882.46989,17.5,0.07,236.39949,1.83278
154535.87+014958.1,54882.47601,17.46,0.07,236.39942,1.83276
154535.87+014958.1,54882.48216,17.56,0.07,236.39948,1.83282
154535.87+014958.1,54882.48812,17.47,0.07,236.39937,1.83278
154535.87+014958.1,54920.39319,17.49,0.07,236.39942,1.83279
154535.87+014958.1,54920.40556,17.49,0.07,236.39943,1.83281
154535.87+014958.1,54920.41801,17.48,0.07,236.39936,1.83283
154535.87+014958.1,54920.43031,17.49,0.07,236.3994,1.83284
154535.87+014958.1,54952.35115,17.46,0.07,236.39939,1.83273
154535.87+014958.1,54952.36012,17.51,0.07,236.39946,1.83277
154535.87+014958.1,54952.3691,17.48,0.07,236.39949,1.83282
154535.87+014958.1,54952.37799,17.42,0.07,236.39949,1.83278
154535.87+014958.1,55329.40214,17.46,0.07,236.39943,1.83284
154535.87+014958.1,55329.40835,17.41,0.07,236.39941,1.83278
154535.87+014958.1,55329.41465,17.5,0.07,236.39947,1.83276
154535.87+014958.1,55329.4209,17.48,0.07,236.39945,1.83272
154535.87+014958.1,55635.48381,17.5,0.08,236.39946,1.83279
154535.87+014958.1,55635.48794,17.52,0.08,236.39956,1.83279
154535.87+014958.1,55635.49207,17.48,0.08,236.39946,1.83273
154535.87+014958.1,55635.49624,17.53,0.08,236.39949,1.83286
154535.87+014958.1,56013.44418,17.58,0.07,236.39944,1.83277
154535.87+014958.1,56013.45274,17.55,0.07,236.39944,1.83276
154535.87+014958.1,56013.46145,17.49,0.07,236.39937,1.83276
154535.87+014958.1,56013.47015,17.54,0.07,236.39946,1.83278
154535.87+014958.1,56073.24853,17.5,0.07,236.39941,1.83278
154535.87+014958.1,56073.25599,17.53,0.07,236.39948,1.83278
154535.87+014958.1,56073.26348,17.44,0.07,236.39939,1.83277
154535.87+014958.1,56073.27098,17.53,0.07,236.39945,1.83274
154535.87+014958.1,56400.40543,17.49,0.07,236.39944,1.8328
154535.87+014958.1,56400.41611,17.43,0.07,236.3994,1.83279
154535.87+014958.1,56400.4268,17.51,0.07,236.3994,1.83275
154535.87+014958.1,56400.4374,17.45,0.07,236.39944,1.83278
154535.87+014958.1,56663.53116,17.47,0.07,236.39937,1.83283
154535.87+014958.1,56663.53579,17.55,0.07,236.39939,1.83279
154535.87+014958.1,56663.54043,17.47,0.07,236.39942,1.8328
154535.87+014958.1,56663.54506,17.46,0.07,236.3994,1.83278
093856.54+435415.0,54805.4049,20.79,0.41,144.74149,43.90636
093856.54+435415.0,54535.34827,21.29,0.55,144.74152,43.90555
093856.54+435415.0,54861.23664,21.13,0.49,144.74182,43.90636
093856.54+435415.0,54913.15927,20.64,0.37,144.74116,43.90626
093856.54+435415.0,54920.18453,21.45,0.61,144.74164,43.90667
093856.54+435415.0,54920.19138,20.73,0.4,144.74101,43.90641
093856.54+435415.0,55244.27686,21.13,0.5,144.74145,43.90586
093856.54+435415.0,55679.2549,20.94,0.49,144.74037,43.906
093856.54+435415.0,55569.3448,20.16,0.3,144.7405,43.90597
093856.54+435415.0,55591.32147,20.46,0.35,144.74085,43.9059
093856.54+435415.0,55591.32635,20.17,0.3,144.74266,43.90662
093856.54+435415.0,55721.1921,20.04,0.3,144.74139,43.90562
093856.54+435415.0,55628.25185,21.46,0.65,144.74179,43.90583
093856.54+435415.0,54478.34799,20.5,0.36,144.74184,43.90694
093856.54+435415.0,55945.33639,20.4,0.33,144.74201,43.90547
093856.54+435415.0,55945.34151,20.33,0.32,144.74146,43.90603
093856.54+435415.0,55958.38711,19.77,0.24,144.74069,43.90597
093856.54+435415.0,56018.16967,20.85,0.44,144.74353,43.90742
093856.54+435415.0,56306.48868,21.58,0.55,144.74138,43.90567
093856.54+435415.0,56334.31967,20.54,0.31,144.74137,43.90597
093856.54+435415.0,56402.1609,20.31,0.33,144.74074,43.90642
093856.54+435415.0,53712.37425,20.62,0.4,144.72923,43.90672
093856.54+435415.0,53793.2219,20.21,0.32,144.72893,43.90613
093856.54+435415.0,53823.18756,21.19,0.55,144.73021,43.90623
093856.54+435415.0,54204.2023,21.29,0.56,144.72886,43.90666
093856.54+435415.0,54805.39702,20.74,0.4,144.73038,43.90641
093856.54+435415.0,54943.27803,20.52,0.36,144.72922,43.90647
093856.54+435415.0,54884.26443,20.25,0.3,144.72988,43.90584
093856.54+435415.0,54850.5043,21.09,0.56,144.72938,43.90622
093856.54+435415.0,54892.18858,19.58,0.21,144.72907,43.90629
093856.54+435415.0,54920.18453,20.7,0.39,144.72861,43.90586
093856.54+435415.0,54920.19138,20.69,0.39,144.7296,43.90615
093856.54+435415.0,54920.19813,19.65,0.22,144.72977,43.90709
093856.54+435415.0,55155.43631,20.22,0.3,144.73002,43.90636
093856.54+435415.0,55119.45019,20.53,0.43,144.72986,43.90633
093856.54+435415.0,55119.46471,17.41,0.1,144.72845,43.90435
093856.54+435415.0,55544.41657,20.0,0.27,144.72959,43.90574
093856.54+435415.0,55244.25611,20.1,0.29,144.72946,43.90604
093856.54+435415.0,55244.26997,19.82,0.25,144.73009,43.90575
093856.54+435415.0,55272.33443,19.16,0.18,144.72973,43.90522
093856.54+435415.0,55327.15368,19.16,0.18,144.72984,43.90562
093856.54+435415.0,55327.16896,20.49,0.36,144.72927,43.90567
093856.54+435415.0,55505.48319,21.2,0.58,144.72925,43.90611
093856.54+435415.0,55505.48901,21.27,0.59,144.72939,43.90685
093856.54+435415.0,55679.2549,19.81,0.26,144.72945,43.90642
093856.54+435415.0,55679.27213,19.86,0.27,144.72906,43.90619
093856.54+435415.0,55569.3448,19.34,0.2,144.72949,43.90599
093856.54+435415.0,55591.32635,21.24,0.55,144.72883,43.9065
093856.54+435415.0,55591.3361,19.65,0.23,144.72957,43.90643
093856.54+435415.0,55721.18271,19.63,0.24,144.72982,43.90624
093856.54+435415.0,55628.24433,21.1,0.52,144.7304,43.90658
093856.54+435415.0,55628.25185,20.39,0.35,144.73001,43.90579
093856.54+435415.0,55685.16931,19.47,0.29,144.72902,43.90716
093856.54+435415.0,55867.46095,19.85,0.21,144.72961,43.9061
093856.54+435415.0,55958.37691,19.75,0.24,144.73018,43.90663
093856.54+435415.0,55958.38711,20.13,0.29,144.72971,43.90606
093856.54+435415.0,55958.39214,20.29,0.31,144.72987,43.90647
093856.54+435415.0,55987.21097,19.31,0.21,144.72937,43.90583
093856.54+435415.0,56018.16967,20.88,0.44,144.72859,43.90616
093856.54+435415.0,56045.25274,20.31,0.33,144.73002,43.90553
093856.54+435415.0,56306.4756,20.53,0.31,144.72985,43.90618
093856.54+435415.0,56314.26599,19.9,0.26,144.7302,43.90665
093856.54+435415.0,56334.31337,20.58,0.32,144.72965,43.90627
093856.54+435415.0,56334.32586,20.71,0.34,144.72913,43.90644
093856.54+435415.0,56402.1609,20.8,0.44,144.72864,43.90626
093856.54+435415.0,56433.22628,20.61,0.41,144.73178,43.90692
093856.54+435415.0,53712.35591,18.88,0.16,144.73573,43.90422
093856.54+435415.0,53712.36812,18.67,0.15,144.73564,43.90429
093856.54+435415.0,53712.37425,18.75,0.15,144.73514,43.90422
093856.54+435415.0,53734.34271,18.87,0.16,144.73551,43.90426
093856.54+435415.0,53734.35207,19.07,0.17,144.73546,43.90411
093856.54+435415.0,53734.36144,19.22,0.18,144.73521,43.90428
093856.54+435415.0,53734.37087,18.96,0.16,144.73559,43.90428
093856.54+435415.0,53531.15985,19.09,0.18,144.73487,43.90409
093856.54+435415.0,53531.16636,19.19,0.19,144.7356,43.90414
093856.54+435415.0,53531.17297,19.47,0.22,144.73544,43.90427
093856.54+435415.0,53531.17946,18.91,0.17,144.73502,43.90414
093856.54+435415.0,53854.24834,18.77,0.16,144.73525,43.90428
093856.54+435415.0,54094.2854,19.59,0.22,144.73566,43.90427
093856.54+435415.0,54094.29686,19.15,0.17,144.73549,43.90419
093856.54+435415.0,54094.31962,19.24,0.18,144.73556,43.90394
093856.54+435415.0,53769.27348,19.13,0.21,144.73536,43.90432
093856.54+435415.0,53769.28102,19.1,0.23,144.73565,43.90433
093856.54+435415.0,53769.28856,18.87,0.18,144.73544,43.90405
093856.54+435415.0,53769.29605,18.7,0.17,144.73544,43.90417
093856.54+435415.0,53793.2219,19.33,0.2,144.73525,43.90429
093856.54+435415.0,53793.2275,18.98,0.18,144.73561,43.9043
093856.54+435415.0,53744.34049,19.78,0.26,144.7353,43.90416
093856.54+435415.0,53744.34807,18.75,0.16,144.73514,43.90413
093856.54+435415.0,53744.35565,18.96,0.17,144.73528,43.90434
093856.54+435415.0,53744.36329,19.31,0.2,144.73547,43.90428
093856.54+435415.0,53823.16065,18.84,0.16,144.73534,43.90431
093856.54+435415.0,53823.16935,19.04,0.17,144.73546,43.9042
093856.54+435415.0,53823.17817,19.2,0.19,144.73538,43.90398
093856.54+435415.0,53823.18756,19.07,0.18,144.73546,43.90431
093856.54+435415.0,53863.18536,18.61,0.15,144.73551,43.90428
093856.54+435415.0,53863.19125,18.79,0.16,144.73523,43.90446
093856.54+435415.0,53863.19724,18.76,0.16,144.73535,43.9042
093856.54+435415.0,54059.50055,19.1,0.17,144.73547,43.90439
093856.54+435415.0,54059.50573,18.93,0.15,144.73557,43.90396
093856.54+435415.0,54059.51086,19.0,0.16,144.73536,43.90417
093856.54+435415.0,54059.51604,19.19,0.17,144.7355,43.90399
093856.54+435415.0,54204.19378,18.88,0.16,144.73528,43.90428
093856.54+435415.0,54204.2023,19.03,0.17,144.73533,43.9045
093856.54+435415.0,54204.21081,18.98,0.16,144.73551,43.90404
093856.54+435415.0,54204.21932,19.24,0.18,144.73561,43.90414
093856.54+435415.0,54452.32199,18.89,0.16,144.73541,43.90435
093856.54+435415.0,54452.32755,19.23,0.18,144.73535,43.90425
093856.54+435415.0,54452.33313,19.16,0.18,144.73515,43.90429
093856.54+435415.0,54452.33868,19.39,0.2,144.73569,43.90424
093856.54+435415.0,54138.28484,19.18,0.2,144.73518,43.90422
093856.54+435415.0,54138.28919,19.01,0.17,144.73539,43.90442
093856.54+435415.0,54138.29354,19.12,0.18,144.73511,43.90413
093856.54+435415.0,54157.1746,19.17,0.19,144.73479,43.90427
