source_name,MJD,mag,mag_err,RA,DEC
161742.53+322234.4,54382.10059,17.96,0.11,244.43207,32.37946
161742.53+322234.4,54382.1049,17.87,0.11,244.43185,32.37941
161742.53+322234.4,54382.1092,17.93,0.11,244.43178,32.37944
161742.53+322234.4,54389.07958,17.68,0.12,244.43182,32.37929
161742.53+322234.4,54389.08341,17.71,0.12,244.43176,32.37931
161742.53+322234.4,54389.08721,18.13,0.14,244.43172,32.37927
161742.53+322234.4,54389.09099,17.96,0.13,244.43164,32.37932
161742.53+322234.4,54347.19709,18.1,0.1,244.43183,32.37955
161742.53+322234.4,54347.20438,18.23,0.11,244.43199,32.37957
161742.53+322234.4,54347.21166,18.02,0.1,244.43202,32.37937
161742.53+322234.4,54347.21891,18.16,0.11,244.43185,32.37947
161742.53+322234.4,54358.13751,17.95,0.11,244.43177,32.3795
161742.53+322234.4,54358.14406,18.04,0.11,244.43184,32.37946
161742.53+322234.4,54358.1506,17.79,0.1,244.43179,32.37937
161742.53+322234.4,54358.15714,17.89,0.11,244.43192,32.37936
161742.53+322234.4,54559.36727,17.96,0.11,244.43191,32.37946
161742.53+322234.4,54559.37595,18.01,0.11,244.43186,32.37942
161742.53+322234.4,54559.38456,17.98,0.11,244.4319,32.37937
161742.53+322234.4,54559.39328,17.91,0.11,244.43181,32.37933
161742.53+322234.4,54567.44589,18.0,0.11,244.43177,32.37941
161742.53+322234.4,54567.45371,17.96,0.11,244.43185,32.37937
161742.53+322234.4,54567.4615,18.02,0.11,244.4317,32.37938
161742.53+322234.4,54567.4693,18.05,0.11,244.43192,32.37934
161742.53+322234.4,54573.27657,18.09,0.11,244.43174,32.37936
161742.53+322234.4,54573.28415,17.87,0.11,244.43165,32.37926
161742.53+322234.4,54573.29173,18.0,0.11,244.43177,32.37941
161742.53+322234.4,54573.29929,17.57,0.1,244.43187,32.37947
161742.53+322234.4,54583.41913,18.02,0.11,244.43181,32.37931
161742.53+322234.4,54583.42343,17.99,0.11,244.43179,32.37942
161742.53+322234.4,54583.42779,18.04,0.11,244.43174,32.3793
161742.53+322234.4,54583.43212,17.71,0.1,244.43172,32.37935
161742.53+322234.4,54508.48504,18.05,0.11,244.4318,32.37935
161742.53+322234.4,54508.48995,17.86,0.1,244.43192,32.37938
161742.53+322234.4,54508.49486,17.77,0.1,244.43182,32.37928
161742.53+322234.4,54508.4998,17.8,0.1,244.4319,32.37934
161742.53+322234.4,54525.47743,17.59,0.14,244.43243,32.37963
161742.53+322234.4,54525.48672,17.83,0.14,244.43173,32.37922
161742.53+322234.4,54525.49262,18.02,0.14,244.43212,32.3794
161742.53+322234.4,54525.49854,18.11,0.13,244.43175,32.37942
161742.53+322234.4,54626.34342,17.94,0.11,244.43179,32.37942
161742.53+322234.4,54626.35068,18.04,0.11,244.43189,32.3793
161742.53+322234.4,54626.35795,17.88,0.11,244.43176,32.37933
161742.53+322234.4,54626.36522,17.78,0.1,244.43177,32.37932
161742.53+322234.4,54640.3277,17.93,0.11,244.43169,32.3793
161742.53+322234.4,54640.33422,17.77,0.1,244.43175,32.37936
161742.53+322234.4,54640.34079,17.65,0.1,244.43204,32.37925
161742.53+322234.4,54640.34735,17.78,0.1,244.4318,32.37935
161742.53+322234.4,54531.43603,17.98,0.11,244.43196,32.37942
161742.53+322234.4,54531.44511,17.95,0.11,244.43181,32.37943
161742.53+322234.4,54531.45418,17.94,0.11,244.43189,32.3794
161742.53+322234.4,54531.46322,17.81,0.1,244.43174,32.37932
161742.53+322234.4,54548.43854,17.87,0.1,244.43175,32.3792
161742.53+322234.4,54548.44526,17.88,0.1,244.43167,32.37911
161742.53+322234.4,54548.45196,17.76,0.1,244.43186,32.37933
161742.53+322234.4,54548.45875,17.94,0.11,244.43204,32.37943
161742.53+322234.4,54589.40185,17.94,0.11,244.4318,32.37938
161742.53+322234.4,54589.40622,17.84,0.1,244.43178,32.37937
161742.53+322234.4,54589.41063,17.8,0.1,244.43188,32.3793
161742.53+322234.4,54589.41502,17.76,0.1,244.43166,32.37933
161742.53+322234.4,54596.27277,17.93,0.11,244.43186,32.37944
161742.53+322234.4,54596.28041,17.81,0.11,244.43177,32.37935
161742.53+322234.4,54596.28811,18.11,0.12,244.43185,32.37929
161742.53+322234.4,54596.29582,17.81,0.11,244.43178,32.37935
161742.53+322234.4,54746.10971,17.82,0.1,244.4318,32.37943
161742.53+322234.4,54746.11452,18.09,0.11,244.43219,32.3795
161742.53+322234.4,54746.11939,18.1,0.11,244.43199,32.37969
161742.53+322234.4,54746.12418,17.8,0.1,244.43208,32.37963
161742.53+322234.4,54942.32681,17.85,0.1,244.43178,32.37937
161742.53+322234.4,54942.33233,17.99,0.11,244.43182,32.37933
161742.53+322234.4,54942.33783,17.94,0.11,244.43183,32.37932
161742.53+322234.4,54942.34324,17.91,0.11,244.43174,32.37941
161742.53+322234.4,55045.23661,18.06,0.14,244.43129,32.37913
161742.53+322234.4,55045.24202,17.71,0.12,244.43117,32.37911
161742.53+322234.4,55045.24746,17.8,0.12,244.43148,32.37896
161742.53+322234.4,55045.25289,17.68,0.12,244.4314,32.37903
161742.53+322234.4,54875.50334,18.0,0.12,244.43177,32.37915
161742.53+322234.4,54875.50877,17.93,0.11,244.43194,32.37935
161742.53+322234.4,54875.51417,17.92,0.11,244.43193,32.37941
161742.53+322234.4,54875.51954,17.86,0.11,244.43194,32.37927
161742.53+322234.4,54890.47357,17.84,0.11,244.43185,32.37931
161742.53+322234.4,54890.47961,17.97,0.13,244.43184,32.37931
161742.53+322234.4,54890.48565,17.89,0.11,244.43185,32.3794
161742.53+322234.4,54890.49176,17.88,0.11,244.43193,32.37935
161742.53+322234.4,54997.35057,18.04,0.11,244.4318,32.37928
161742.53+322234.4,54997.35656,17.85,0.1,244.43179,32.37941
161742.53+322234.4,54997.36267,17.94,0.11,244.43173,32.37942
161742.53+322234.4,54997.36858,17.81,0.1,244.43172,32.37928
161742.53+322234.4,54912.40072,17.95,0.11,244.43195,32.37924
161742.53+322234.4,54912.40558,18.27,0.2,244.43189,32.37941
161742.53+322234.4,54920.37543,17.84,0.1,244.43178,32.37935
161742.53+322234.4,54920.38334,17.85,0.1,244.4318,32.37936
161742.53+322234.4,54920.39129,17.84,0.1,244.43188,32.37936
161742.53+322234.4,54920.39922,17.91,0.11,244.43181,32.37938
161742.53+322234.4,54953.43161,17.95,0.11,244.43183,32.37926
161742.53+322234.4,54953.43881,17.94,0.11,244.4317,32.37933
161742.53+322234.4,54953.44611,17.88,0.11,244.43188,32.37931
161742.53+322234.4,54953.45336,17.92,0.11,244.4316,32.37933
161742.53+322234.4,54966.4508,18.01,0.11,244.4319,32.37935
161742.53+322234.4,54966.45859,17.73,0.1,244.4317,32.3794
161742.53+322234.4,54966.46654,17.91,0.11,244.43165,32.37951
161742.53+322234.4,54966.47446,17.86,0.11,244.43179,32.37933
161742.53+322234.4,54979.32227,18.02,0.11,244.43166,32.37928
161742.53+322234.4,54979.32963,17.86,0.11,244.43187,32.37923
161742.53+322234.4,54979.33688,17.82,0.1,244.43181,32.37933
161742.53+322234.4,54979.34416,17.81,0.1,244.43178,32.37931
161742.53+322234.4,55095.14818,17.92,0.11,244.43187,32.37945
161742.53+322234.4,55095.15371,17.93,0.11,244.43186,32.37919
161742.53+322234.4,55095.15915,17.81,0.11,244.43183,32.37944
161742.53+322234.4,55095.16462,17.93,0.11,244.43187,32.37932
161742.53+322234.4,55102.09539,17.95,0.13,244.43188,32.37932
161742.53+322234.4,55102.09935,18.19,0.14,244.43184,32.37924
161742.53+322234.4,55102.10331,17.64,0.12,244.43177,32.37925
161742.53+322234.4,55102.10729,17.89,0.13,244.4317,32.37931
161742.53+322234.4,55299.3757,17.9,0.11,244.43179,32.37919
161742.53+322234.4,55299.38265,17.94,0.11,244.43166,32.3793
161742.53+322234.4,55299.38964,18.01,0.11,244.43186,32.37937
161742.53+322234.4,55299.39659,17.82,0.1,244.43178,32.37925
161742.53+322234.4,55352.30841,17.8,0.09,244.4317,32.37931
161742.53+322234.4,55352.3166,17.86,0.09,244.43168,32.37938
161742.53+322234.4,55352.32477,17.99,0.09,244.43172,32.37925
161742.53+322234.4,55352.33295,17.86,0.09,244.43169,32.37939
161742.53+322234.4,55365.32358,17.92,0.11,244.43169,32.37934
161742.53+322234.4,55365.32888,18.06,0.11,244.43171,32.37929
161742.53+322234.4,55365.33421,18.02,0.11,244.43162,32.37915
161742.53+322234.4,55365.33946,17.87,0.11,244.43171,32.37926
161742.53+322234.4,55271.42947,18.05,0.11,244.43178,32.3793
161742.53+322234.4,55271.43698,17.9,0.11,244.43185,32.37932
161742.53+322234.4,55271.44448,18.04,0.11,244.43179,32.37942
161742.53+322234.4,55271.45204,17.96,0.11,244.43186,32.37918
161742.53+322234.4,55280.40638,17.88,0.11,244.43181,32.37933
161742.53+322234.4,55280.41323,18.0,0.11,244.43166,32.37941
161742.53+322234.4,55280.42012,17.84,0.1,244.43169,32.37927
161742.53+322234.4,55280.42706,17.89,0.11,244.43182,32.37932
161742.53+322234.4,55320.27712,18.03,0.11,244.43185,32.37931
161742.53+322234.4,55320.2829,17.75,0.1,244.43172,32.37929
161742.53+322234.4,55320.28867,17.98,0.11,244.4317,32.37922
161742.53+322234.4,55320.29449,18.0,0.11,244.43183,32.37929
161742.53+322234.4,55320.30033,17.78,0.1,244.43177,32.37931
161742.53+322234.4,55328.4025,18.02,0.11,244.43164,32.37932
161742.53+322234.4,55328.40883,17.91,0.11,244.43175,32.37918
161742.53+322234.4,55328.41522,17.86,0.1,244.43178,32.37929
161742.53+322234.4,55328.42162,17.89,0.11,244.43178,32.37921
161742.53+322234.4,55341.34843,17.93,0.11,244.43173,32.37924
161742.53+322234.4,55341.35418,17.72,0.1,244.43181,32.37925
161742.53+322234.4,55341.35996,17.99,0.11,244.43169,32.37922
161742.53+322234.4,55341.3657,17.93,0.11,244.43165,32.37922
161742.53+322234.4,55455.14927,18.0,0.11,244.43191,32.37918
161742.53+322234.4,55455.16503,18.14,0.12,244.43186,32.37885
161742.53+322234.4,55455.17241,17.98,0.11,244.43185,32.37925
161742.53+322234.4,55659.42781,17.86,0.11,244.43174,32.37934
161742.53+322234.4,55659.43297,17.99,0.11,244.4318,32.37949
161742.53+322234.4,55659.43819,17.99,0.11,244.43169,32.37928
161742.53+322234.4,55659.44334,18.1,0.12,244.43168,32.3793
161742.53+322234.4,55677.30437,17.96,0.11,244.4316,32.37927
161742.53+322234.4,55677.31136,18.11,0.12,244.43191,32.37946
161742.53+322234.4,55677.31829,18.08,0.12,244.43181,32.37932
161742.53+322234.4,55677.32527,17.88,0.11,244.43173,32.37932
161742.53+322234.4,55714.32058,17.92,0.11,244.43173,32.37941
161742.53+322234.4,55714.32509,17.95,0.11,244.4318,32.37936
161742.53+322234.4,55714.3296,18.08,0.12,244.43171,32.37922
161742.53+322234.4,55714.3341,17.93,0.12,244.43182,32.37939
161742.53+322234.4,55720.33535,18.1,0.12,244.43186,32.37932
161742.53+322234.4,55720.34115,17.9,0.11,244.43187,32.37933
161742.53+322234.4,55720.347,17.93,0.11,244.4316,32.37947
161742.53+322234.4,55720.35274,17.84,0.11,244.43175,32.37948
161742.53+322234.4,55628.44047,18.23,0.13,244.43195,32.3794
161742.53+322234.4,55628.44559,17.87,0.12,244.43194,32.37954
161742.53+322234.4,55628.45076,17.77,0.12,244.43174,32.37934
161742.53+322234.4,55628.45591,17.97,0.12,244.43172,32.37922
161742.53+322234.4,55648.38698,17.97,0.11,244.43169,32.37936
161742.53+322234.4,55648.39553,17.95,0.11,244.4317,32.37925
161742.53+322234.4,55648.40415,17.98,0.11,244.43177,32.3793
161742.53+322234.4,55648.41279,17.97,0.11,244.43174,32.37938
161742.53+322234.4,55688.34903,17.85,0.11,244.4318,32.37931
161742.53+322234.4,55688.35423,17.93,0.11,244.43167,32.37932
161742.53+322234.4,55688.35948,17.89,0.11,244.43187,32.37938
161742.53+322234.4,55688.36469,17.94,0.11,244.43175,32.37924
161742.53+322234.4,55701.41543,17.88,0.11,244.4318,32.3795
161742.53+322234.4,55701.42222,17.8,0.11,244.43171,32.37928
161742.53+322234.4,55701.42904,17.8,0.11,244.43161,32.37936
161742.53+322234.4,55701.43587,17.9,0.11,244.43176,32.37926
161742.53+322234.4,54912.42129,17.86,0.11,244.43179,32.37946
161742.53+322234.4,54912.4261,17.83,0.11,244.43186,32.37937
161742.53+322234.4,54912.43112,17.95,0.11,244.43183,32.37935
161742.53+322234.4,54912.43594,17.49,0.19,244.43215,32.37876
161742.53+322234.4,55830.13045,18.06,0.11,244.432,32.37895
161742.53+322234.4,55830.13857,18.15,0.12,244.43231,32.37905
161742.53+322234.4,55830.14594,18.15,0.12,244.43195,32.37913
161742.53+322234.4,55830.15335,18.41,0.13,244.4321,32.3791
161742.53+322234.4,56019.44721,17.91,0.11,244.43171,32.37936
161742.53+322234.4,56019.45608,17.91,0.11,244.43183,32.37925
161742.53+322234.4,56019.46511,18.08,0.11,244.43177,32.37938
161742.53+322234.4,56019.47419,18.05,0.11,244.43182,32.3792
161742.53+322234.4,56039.4357,18.02,0.11,244.43187,32.37918
161742.53+322234.4,56039.44191,18.01,0.11,244.43199,32.37918
161742.53+322234.4,56039.44811,17.95,0.11,244.43184,32.37926
161742.53+322234.4,56039.4543,18.08,0.12,244.4319,32.37911
161742.53+322234.4,56046.38124,17.85,0.11,244.43176,32.37941
161742.53+322234.4,56046.38813,17.97,0.11,244.43173,32.37925
161742.53+322234.4,56046.39501,17.97,0.11,244.43166,32.37936
161742.53+322234.4,56046.40177,17.92,0.11,244.43192,32.37943
161742.53+322234.4,56063.37637,18.02,0.11,244.43184,32.37934
161742.53+322234.4,56063.38318,17.99,0.11,244.43207,32.37926
161742.53+322234.4,56063.39001,17.99,0.11,244.43197,32.37926
161742.53+322234.4,56063.39676,17.91,0.11,244.43176,32.37936
161742.53+322234.4,56071.3483,18.18,0.1,244.43173,32.37937
161742.53+322234.4,56071.35582,18.46,0.11,244.43177,32.3791
161742.53+322234.4,56071.36325,17.99,0.1,244.43178,32.3792
161742.53+322234.4,56071.37076,17.89,0.09,244.43194,32.3793
161742.53+322234.4,56077.37563,17.84,0.11,244.43184,32.37912
161742.53+322234.4,56077.38366,18.1,0.12,244.43183,32.37928
161742.53+322234.4,56077.39166,17.89,0.11,244.43189,32.37932
161742.53+322234.4,56077.39976,17.77,0.11,244.43179,32.37924
161742.53+322234.4,56088.35802,18.09,0.11,244.43187,32.37922
161742.53+322234.4,56088.36306,18.05,0.11,244.43196,32.3793
161742.53+322234.4,56088.3675,17.85,0.1,244.43176,32.37926
161742.53+322234.4,56088.37201,18.06,0.11,244.43201,32.3793
161742.53+322234.4,56099.28305,17.82,0.11,244.43195,32.37931
161742.53+322234.4,56099.29032,17.92,0.11,244.4319,32.37922
161742.53+322234.4,56099.29769,18.09,0.12,244.43195,32.37923
161742.53+322234.4,56099.30501,17.92,0.11,244.43196,32.37929
161742.53+322234.4,56188.11066,17.79,0.09,244.43184,32.37929
161742.53+322234.4,56188.11547,17.96,0.1,244.43185,32.37947
161742.53+322234.4,56188.12033,17.86,0.1,244.43186,32.37941
161742.53+322234.4,56188.1252,17.85,0.1,244.43174,32.37934
161742.53+322234.4,56194.13162,17.77,0.1,244.43161,32.37934
161742.53+322234.4,56194.13438,17.85,0.1,244.43183,32.37941
161742.53+322234.4,56194.13718,17.91,0.1,244.43193,32.37931
161742.53+322234.4,56194.13991,18.15,0.11,244.43166,32.37917
161742.53+322234.4,56374.37513,17.96,0.11,244.43182,32.37948
161742.53+322234.4,56374.38333,17.89,0.11,244.43185,32.37926
161742.53+322234.4,56374.39168,17.95,0.11,244.43187,32.3793
161742.53+322234.4,56374.39996,18.06,0.12,244.43163,32.3793
161742.53+322234.4,55956.49768,17.86,0.11,244.43188,32.37933
161742.53+322234.4,55956.50388,17.94,0.11,244.43199,32.3793
161742.53+322234.4,55956.51012,17.88,0.11,244.43193,32.3793
161742.53+322234.4,55956.51631,17.77,0.1,244.43197,32.37931
161742.53+322234.4,56395.42676,18.05,0.12,244.43171,32.37927
161742.53+322234.4,56395.43355,17.95,0.11,244.43177,32.37935
161742.53+322234.4,56395.4404,17.92,0.11,244.43185,32.37935
161742.53+322234.4,56395.44727,17.9,0.11,244.43188,32.37936
161742.53+322234.4,56419.3689,17.85,0.11,244.43171,32.37933
161742.53+322234.4,56419.37746,17.91,0.11,244.43184,32.37929
161742.53+322234.4,56419.38598,17.87,0.11,244.43191,32.37932
161742.53+322234.4,56419.39454,17.9,0.11,244.4319,32.37926
161742.53+322234.4,56427.39039,18.01,0.12,244.43186,32.37945
161742.53+322234.4,56427.39715,17.85,0.11,244.43172,32.37922
161742.53+322234.4,56427.40394,17.86,0.11,244.43181,32.3794
161742.53+322234.4,56427.41075,17.92,0.11,244.43175,32.37935
161742.53+322234.4,56432.26652,17.85,0.11,244.43193,32.37931
161742.53+322234.4,56432.27164,17.9,0.11,244.43184,32.37943
161742.53+322234.4,56432.27675,17.96,0.11,244.43181,32.37935
161742.53+322234.4,56432.28185,17.89,0.11,244.43182,32.37935
161742.53+322234.4,56446.33519,17.85,0.11,244.43178,32.37935
161742.53+322234.4,56446.34201,17.91,0.11,244.43173,32.37936
161742.53+322234.4,56446.34879,17.95,0.11,244.43182,32.37945
161742.53+322234.4,56446.35556,17.99,0.11,244.43176,32.37927
161742.53+322234.4,56453.35759,17.95,0.11,244.43184,32.37929
161742.53+322234.4,56453.3627,17.93,0.11,244.43186,32.37932
161742.53+322234.4,56453.36782,17.98,0.12,244.43196,32.37923
161742.53+322234.4,56453.37296,17.89,0.11,244.43178,32.37938
161742.53+322234.4,56461.32208,17.81,0.11,244.43195,32.37932
161742.53+322234.4,56461.32716,17.79,0.11,244.43186,32.37937
161742.53+322234.4,56461.33228,17.94,0.11,244.43182,32.37931
161742.53+322234.4,56461.33741,17.86,0.11,244.4319,32.37935
161742.53+322234.4,56471.2478,17.85,0.14,244.43202,32.37923
161742.53+322234.4,56471.25447,17.59,0.11,244.43192,32.3793
161742.53+322234.4,56471.2612,17.8,0.13,244.43181,32.37939
161742.53+322234.4,56471.26802,17.93,0.13,244.43183,32.37928
161742.53+322234.4,56558.12293,17.92,0.11,244.43177,32.37935
161742.53+322234.4,56558.12737,17.95,0.11,244.43185,32.3793
161742.53+322234.4,56558.13183,17.92,0.11,244.43174,32.37932
161742.53+322234.4,56558.1363,17.96,0.11,244.4318,32.37925
161742.53+322234.4,53479.37589,16.07,0.07,244.42705,32.37631
161742.53+322234.4,53479.38454,16.07,0.07,244.42703,32.37626
161742.53+322234.4,53479.39324,16.02,0.07,244.42709,32.37631
161742.53+322234.4,53479.40194,16.09,0.07,244.42705,32.37631
161742.53+322234.4,53562.21826,16.1,0.07,244.42708,32.37622
161742.53+322234.4,53562.22478,16.08,0.07,244.42707,32.37624
161742.53+322234.4,53562.23133,16.08,0.07,244.42701,32.37629
161742.53+322234.4,53562.23785,16.03,0.07,244.4271,32.37626
161742.53+322234.4,53527.36203,16.13,0.07,244.42704,32.3763
161742.53+322234.4,53527.37074,16.04,0.07,244.42706,32.37631
161742.53+322234.4,53527.37966,16.1,0.07,244.42705,32.37629
161742.53+322234.4,53527.38828,16.09,0.07,244.42711,32.37621
161742.53+322234.4,53549.25112,16.12,0.07,244.42701,32.37629
161742.53+322234.4,53549.2578,16.07,0.07,244.42701,32.37631
161742.53+322234.4,53549.26437,16.09,0.07,244.4271,32.37627
161742.53+322234.4,53549.27093,16.08,0.07,244.427,32.37625
161742.53+322234.4,53656.10484,15.99,0.07,244.42709,32.37628
161742.53+322234.4,53656.10921,15.99,0.07,244.42714,32.37616
161742.53+322234.4,53656.11355,16.04,0.07,244.42704,32.37624
161742.53+322234.4,53656.11788,16.03,0.07,244.42705,32.37619
161742.53+322234.4,53851.42803,15.89,0.07,244.42707,32.37626
161742.53+322234.4,53851.43454,15.92,0.07,244.42707,32.37631
161742.53+322234.4,53851.44101,15.89,0.07,244.42708,32.37626
161742.53+322234.4,53851.44748,15.89,0.07,244.42708,32.37629
161742.53+322234.4,53770.47981,15.95,0.07,244.42714,32.37631
161742.53+322234.4,53770.48647,15.91,0.07,244.42709,32.37633
161742.53+322234.4,53770.49313,15.89,0.07,244.42706,32.37631
161742.53+322234.4,53770.49976,15.89,0.07,244.42709,32.37634
161742.53+322234.4,53900.27786,15.6,0.11,244.42722,32.37629
161742.53+322234.4,53900.27884,15.65,0.11,244.42727,32.37604
161742.53+322234.4,53900.27982,15.84,0.12,244.42737,32.37613
161742.53+322234.4,53900.28081,15.68,0.11,244.4273,32.37607
161742.53+322234.4,53797.47668,15.91,0.07,244.42713,32.3763
161742.53+322234.4,53797.48488,15.9,0.07,244.42709,32.37626
161742.53+322234.4,53797.49308,15.9,0.07,244.42709,32.37626
161742.53+322234.4,53797.50156,15.9,0.07,244.42708,32.37632
161742.53+322234.4,53862.34381,15.89,0.07,244.42703,32.37633
161742.53+322234.4,53862.35306,15.91,0.07,244.42713,32.3763
161742.53+322234.4,53862.3619,15.91,0.07,244.42713,32.37625
161742.53+322234.4,53862.37015,15.88,0.07,244.42713,32.37629
161742.53+322234.4,53874.38844,15.96,0.11,244.427,32.37622
161742.53+322234.4,53874.3892,15.77,0.11,244.42714,32.37629
161742.53+322234.4,53874.38995,15.84,0.11,244.42713,32.37634
161742.53+322234.4,53874.39071,15.82,0.11,244.42713,32.37618
161742.53+322234.4,53886.25021,15.83,0.06,244.4271,32.37629
161742.53+322234.4,53886.26084,15.85,0.06,244.42708,32.37627
161742.53+322234.4,53886.27151,15.85,0.06,244.4271,32.37634
161742.53+322234.4,53886.28218,15.84,0.06,244.42709,32.37631
161742.53+322234.4,53995.11543,15.72,0.06,244.42708,32.37631
161742.53+322234.4,53995.12513,15.74,0.06,244.4271,32.37626
161742.53+322234.4,53995.13478,15.74,0.06,244.4271,32.37623
161742.53+322234.4,53995.14443,15.78,0.06,244.42718,32.37613
161742.53+322234.4,54003.12174,15.72,0.06,244.42709,32.37621
161742.53+322234.4,54003.12808,15.71,0.06,244.42708,32.37626
161742.53+322234.4,54003.13444,15.8,0.06,244.42719,32.37615
161742.53+322234.4,54003.14079,15.75,0.06,244.42707,32.37628
161742.53+322234.4,54209.43858,15.68,0.06,244.42713,32.37628
161742.53+322234.4,54209.444,15.73,0.06,244.42719,32.37613
161742.53+322234.4,54209.44948,15.68,0.06,244.42715,32.37626
161742.53+322234.4,54209.45495,15.65,0.06,244.42712,32.37629
161742.53+322234.4,54140.53501,15.78,0.12,244.42728,32.3762
161742.53+322234.4,54140.53652,15.83,0.12,244.42732,32.37629
161742.53+322234.4,54140.53804,15.78,0.11,244.42714,32.37616
161742.53+322234.4,54140.53956,15.82,0.12,244.4272,32.37615
161742.53+322234.4,54157.4435,15.72,0.06,244.42711,32.37627
161742.53+322234.4,54157.45274,15.72,0.06,244.42711,32.3763
161742.53+322234.4,54157.462,15.71,0.06,244.42714,32.3763
161742.53+322234.4,54157.47126,15.7,0.06,244.42712,32.3763
161742.53+322234.4,54295.20581,15.62,0.06,244.42718,32.37625
161742.53+322234.4,54295.21012,15.66,0.06,244.42713,32.37625
161742.53+322234.4,54295.21441,15.66,0.06,244.42711,32.37625
161742.53+322234.4,54295.21871,15.62,0.06,244.42715,32.37625
161742.53+322234.4,54258.32961,15.66,0.06,244.42713,32.37625
161742.53+322234.4,54258.33617,15.66,0.06,244.42714,32.37626
161742.53+322234.4,54258.3427,15.63,0.06,244.42711,32.37628
161742.53+322234.4,54258.34922,15.65,0.06,244.42718,32.37621
161742.53+322234.4,54270.35456,15.68,0.06,244.42716,32.37628
161742.53+322234.4,54270.36209,15.71,0.06,244.42707,32.37624
161742.53+322234.4,54270.36962,15.71,0.06,244.42713,32.37625
161742.53+322234.4,54270.37714,15.69,0.06,244.42709,32.37628
161742.53+322234.4,54176.51392,15.7,0.06,244.42714,32.37628
161742.53+322234.4,54176.51955,15.7,0.06,244.42711,32.37622
161742.53+322234.4,54176.52517,15.72,0.06,244.42709,32.37629
161742.53+322234.4,54176.53075,15.87,0.06,244.42715,32.37625
161742.53+322234.4,54234.33722,15.7,0.06,244.42721,32.37616
161742.53+322234.4,54234.34218,15.67,0.06,244.42719,32.37625
161742.53+322234.4,54234.34714,15.65,0.06,244.42711,32.3763
161742.53+322234.4,54234.35208,15.65,0.06,244.42712,32.37628
161742.53+322234.4,54245.36187,15.66,0.06,244.42714,32.37623
161742.53+322234.4,54245.36958,15.61,0.06,244.4271,32.37629
161742.53+322234.4,54245.37728,15.64,0.06,244.42713,32.37624
161742.53+322234.4,54245.385,15.65,0.06,244.42709,32.37627
161742.53+322234.4,54382.09625,15.6,0.06,244.42713,32.3763
161742.53+322234.4,54382.10059,15.63,0.06,244.42714,32.37629
161742.53+322234.4,54382.1049,15.61,0.06,244.42713,32.37628
161742.53+322234.4,54382.1092,15.65,0.06,244.42709,32.37627
161742.53+322234.4,54389.07958,15.6,0.07,244.42718,32.37621
161742.53+322234.4,54389.08341,15.61,0.07,244.42717,32.37624
161742.53+322234.4,54389.08721,15.6,0.07,244.42716,32.37624
161742.53+322234.4,54389.09099,15.67,0.07,244.42709,32.37632
161742.53+322234.4,54347.19709,15.63,0.06,244.42711,32.37627
161742.53+322234.4,54347.20438,15.59,0.06,244.42714,32.37629
161742.53+322234.4,54347.21166,15.63,0.06,244.42716,32.37624
161742.53+322234.4,54347.21891,15.57,0.06,244.42712,32.37629
161742.53+322234.4,54358.13751,15.7,0.06,244.4272,32.37622
161742.53+322234.4,54358.14406,15.63,0.06,244.42711,32.37626
161742.53+322234.4,54358.1506,15.65,0.06,244.4271,32.37627
161742.53+322234.4,54358.15714,15.66,0.06,244.42716,32.37628
161742.53+322234.4,54559.36727,15.51,0.06,244.42717,32.37628
161742.53+322234.4,54559.37595,15.48,0.06,244.42717,32.37628
161742.53+322234.4,54559.38456,15.49,0.06,244.42713,32.37626
161742.53+322234.4,54559.39328,15.46,0.06,244.42717,32.37628
161742.53+322234.4,54567.44589,15.48,0.06,244.42714,32.37628
161742.53+322234.4,54567.45371,15.5,0.06,244.42713,32.37625
161742.53+322234.4,54567.4615,15.5,0.06,244.42715,32.37624
161742.53+322234.4,54567.4693,15.47,0.06,244.42717,32.37625
161742.53+322234.4,54573.27657,15.47,0.06,244.42714,32.37617
161742.53+322234.4,54573.28415,15.45,0.06,244.4272,32.37621
161742.53+322234.4,54573.29173,15.49,0.06,244.42719,32.37623
161742.53+322234.4,54573.29929,15.47,0.06,244.42718,32.37627
161742.53+322234.4,54583.41913,15.49,0.06,244.42712,32.37623
161742.53+322234.4,54583.42343,15.5,0.06,244.42711,32.37631
161742.53+322234.4,54583.42779,15.5,0.06,244.42716,32.37626
161742.53+322234.4,54583.43212,15.45,0.06,244.42716,32.37627
161742.53+322234.4,54508.48504,15.49,0.06,244.42718,32.37625
161742.53+322234.4,54508.48995,15.58,0.06,244.42721,32.37615
161742.53+322234.4,54508.49486,15.51,0.06,244.42712,32.37627
161742.53+322234.4,54508.4998,15.53,0.06,244.42709,32.37627
161742.53+322234.4,54525.47743,15.61,0.07,244.42722,32.37618
161742.53+322234.4,54525.48672,15.49,0.07,244.42716,32.37628
161742.53+322234.4,54525.49262,15.52,0.07,244.42717,32.37622
161742.53+322234.4,54525.49854,15.53,0.06,244.42709,32.37625
161742.53+322234.4,54626.34342,15.5,0.06,244.42712,32.3763
161742.53+322234.4,54626.35068,15.53,0.06,244.42715,32.37624
161742.53+322234.4,54626.35795,15.47,0.06,244.42713,32.37624
161742.53+322234.4,54626.36522,15.53,0.06,244.42718,32.37619
161742.53+322234.4,54640.3277,15.55,0.06,244.4272,32.37617
161742.53+322234.4,54640.33422,15.53,0.06,244.42712,32.37628
