MJD,m,dm,F,source_name,RA,DEC
58221.581224,21.746,4.125,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58221.58268,19.487,0.847,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58221.598723,19.494,0.43,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58222.61997,20.301,6.929,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58222.633066,18.857,1.643,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58227.540064,19.971,0.568,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58227.549576,19.766,0.396,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58227.559064,18.427,1.898,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58227.567958,20.192,2.0,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58227.570576,17.745,0.633,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58227.571032,19.321,0.414,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58227.587781,20.225,0.508,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58231.512039,19.389,0.213,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58231.522542,19.557,0.294,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58231.54559,19.432,0.277,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58243.53583,14.646,0.345,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58243.555369,20.931,22.286,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58247.514002,19.625,0.262,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58247.52375,19.507,0.225,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58247.52512,19.595,0.25,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58247.542369,19.594,0.229,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58249.494081,19.062,1.631,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58249.50407,20.018,13.453,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58249.520815,19.012,5.954,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58249.523636,18.641,6.314,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58253.503017,19.104,0.357,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58253.513134,19.415,9.401,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58253.51452,19.335,1.364,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58253.530364,21.225,3.917,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58254.524621,21.076,2.228,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58254.536069,20.237,0.872,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58254.541884,19.305,0.806,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58254.55953,18.121,2.167,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58257.461278,19.694,0.48,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58257.471954,19.622,0.369,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58257.473412,19.471,0.285,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58257.490832,19.259,0.369,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58258.52117,19.404,5.013,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58258.526576,19.127,4.515,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58258.539409,19.562,13.07,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58258.559011,18.486,4.909,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58259.456087,19.647,0.152,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58259.46704,19.479,0.138,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58259.485239,19.369,0.129,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58259.487733,19.727,0.153,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58260.534099,19.795,0.541,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58260.540036,19.07,0.351,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58260.540492,19.444,0.371,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58260.571092,19.512,0.255,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58260.571548,19.312,0.224,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58260.579507,19.247,0.325,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58261.442883,18.773,0.166,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58261.452502,19.914,0.549,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58261.472184,19.339,0.406,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58261.475103,19.285,0.346,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58263.486619,17.904,0.803,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58265.46976,19.618,13.891,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58265.470674,19.026,2.066,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58265.478708,18.918,0.592,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58265.487762,19.39,7.602,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58265.488676,19.459,2.981,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58265.490507,18.924,0.691,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58265.491421,19.113,4.511,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58265.506964,19.651,1.343,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58269.44467,20.446,1.55,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58269.456428,20.476,2.815,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58269.468341,19.014,0.324,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58269.479851,19.187,0.415,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58271.452001,19.98,0.47,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58271.463146,22.455,113.667,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58271.486809,19.397,0.484,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58273.476864,19.145,0.261,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58273.484511,19.022,0.198,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58273.4971,19.109,0.276,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58273.503976,19.174,0.362,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58275.450552,19.121,0.177,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58275.46161,19.007,0.147,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58275.473849,19.203,0.218,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58275.485175,18.927,0.151,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58277.45343,19.112,1.67,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58277.464175,15.668,0.346,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58277.475745,19.39,0.936,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58277.486899,19.545,1.679,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58279.438351,19.265,0.142,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58279.44972,19.462,0.154,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58279.460489,19.153,0.123,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58279.471932,19.167,0.141,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58281.421622,19.144,0.527,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58281.432572,19.201,0.442,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58281.433719,18.915,0.473,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58281.444174,19.005,0.255,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58281.444632,18.816,0.219,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58281.455304,19.343,0.37,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58281.456552,19.255,0.449,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58281.468041,19.428,1.09,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58285.423555,18.769,0.144,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58285.434417,19.176,0.162,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58285.446239,18.966,0.267,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58285.457633,19.25,0.198,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58287.428826,18.918,0.102,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58287.439126,18.857,0.078,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58287.443965,19.011,0.103,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58287.458026,19.028,0.094,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58289.399213,19.509,3.017,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58289.410254,18.932,0.382,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58289.411403,18.994,0.173,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58289.421854,19.088,1.692,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58289.422313,19.067,0.163,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58289.433088,18.811,3.515,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58289.43435,18.774,0.232,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58289.452143,18.857,2.764,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58291.421537,18.781,0.176,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58291.432576,19.221,0.244,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58291.444203,18.892,0.17,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58291.455208,18.944,0.18,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58293.407372,18.87,0.43,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58293.418593,18.761,2.214,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58293.430335,18.934,0.713,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58293.44171,19.273,0.906,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58296.407101,18.677,0.168,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58296.419916,18.849,0.213,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58296.420831,18.681,0.17,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58296.426299,18.622,0.153,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58296.426756,18.972,0.216,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58296.438657,18.929,0.345,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58296.439113,18.884,0.266,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58296.444579,19.05,0.354,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58297.411851,19.166,0.826,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58297.421403,18.055,2.41,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58297.431161,18.548,2.794,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58297.440573,17.875,1.647,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58299.38993,18.742,0.15,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58299.39889,18.665,0.171,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58299.408422,18.722,0.146,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58299.421098,18.859,0.196,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58303.391841,19.021,0.138,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58303.402786,18.989,0.143,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58303.414044,18.82,0.12,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58303.425371,18.662,0.117,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58307.400996,18.794,0.089,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58307.411744,18.766,0.074,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58307.423036,18.641,0.082,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58307.4338,18.67,0.059,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58311.397535,18.703,0.078,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58311.411444,18.792,0.095,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58311.425138,18.758,0.089,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58311.436272,18.876,0.111,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58313.363254,18.823,0.278,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58313.374219,18.652,0.352,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58313.385668,18.759,1.428,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58313.396829,18.75,0.171,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58315.378597,18.761,0.082,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58315.389459,18.852,0.144,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58315.401861,18.819,0.096,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58315.41264,19.142,0.143,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58317.344788,18.813,0.375,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58317.354678,19.034,3.387,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58317.365469,18.709,0.138,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58317.365929,18.61,0.437,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58317.376201,18.724,0.161,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58319.359657,20.816,6.1,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58319.370761,18.563,0.747,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58321.350776,18.833,3.758,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58321.360182,18.675,0.66,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58321.37136,18.741,0.843,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58321.382077,18.709,0.378,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58323.3517,19.453,1.633,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58323.361354,17.866,0.359,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58323.383423,18.537,0.99,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58325.339497,18.712,0.963,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58325.34485,19.221,7.567,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58325.348979,18.936,3.55,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58325.354474,19.034,2.328,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58325.358943,19.15,2.741,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58325.364863,19.122,3.387,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58325.369289,18.752,1.203,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58325.375148,18.074,1.294,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58327.314232,19.058,0.265,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58327.32398,18.908,0.258,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58327.334247,18.707,0.163,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58327.33875,18.543,0.181,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58329.339345,18.815,3.049,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58329.348324,18.7,0.341,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58329.359325,20.18,2.568,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58329.37168,19.068,1.137,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58331.396864,18.45,0.247,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58331.407921,18.475,0.665,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58333.33323,18.862,2.247,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58333.342127,18.997,6.442,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58333.351396,18.444,2.774,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58333.362017,20.051,1.778,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58335.344673,18.799,0.079,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58335.352459,18.756,0.071,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58335.354972,18.589,0.071,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58335.362603,19.018,0.125,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58335.365083,18.723,0.086,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58335.372806,18.827,0.093,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58335.3754,18.836,0.088,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58335.382931,19.017,0.211,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58337.330748,18.765,0.303,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58337.338048,18.744,0.115,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58337.370883,18.644,0.227,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58337.380495,18.732,0.192,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58339.359407,17.899,0.578,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58339.359864,18.849,1.414,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58339.369977,16.731,0.268,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58339.371119,18.024,1.252,c,152942.19+350851.3,232.4258318203353,35.14758608779926
58341.322556,18.561,0.124,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58341.329904,18.997,0.194,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58341.33792,18.659,0.15,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58341.347432,18.879,0.156,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58347.321279,18.856,0.15,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58347.327679,18.837,0.11,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58347.335208,18.502,0.117,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58347.344174,18.741,0.113,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58351.313706,18.613,0.256,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58351.319471,18.469,0.184,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58351.326314,18.558,0.156,o,152942.19+350851.3,232.4258318203353,35.14758608779926
58351.334756,18.729,0.144,o,152942.19+350851.3,232.4258318203353,35.14758608779926
