MJD,m,dm,F,source_name,RA,DEC
58723.365547,19.886,0.184,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58723.366005,19.301,0.159,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58723.369253,18.714,0.092,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58723.372511,18.712,0.095,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58723.374409,18.798,0.079,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58727.242679,18.174,0.054,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58727.245648,18.553,0.064,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58727.25381,18.63,0.063,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58727.255182,21.255,0.699,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58727.259897,19.02,0.104,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58727.264099,18.627,0.064,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58727.266448,18.569,0.071,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58727.276665,19.295,0.127,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58733.22395,18.405,0.237,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58733.229227,18.458,0.191,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58733.23249,19.44,0.876,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58733.242845,21.195,5.547,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58735.22102,18.577,0.668,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58735.231104,20.913,1.101,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58735.244102,18.694,0.124,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58737.277233,18.658,0.127,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58737.28092,18.594,0.109,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58737.286971,18.401,0.114,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58737.296761,19.284,0.324,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58739.279079,18.506,0.324,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58739.295411,17.621,0.954,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58743.216959,20.468,1.578,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58743.219801,18.107,0.335,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58743.227086,18.312,0.156,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58743.241615,17.032,0.672,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58745.260569,17.948,0.048,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58745.279575,18.201,0.066,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58755.238264,18.307,0.073,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58755.244216,20.514,0.508,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58755.247423,18.5,0.085,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58755.257754,18.829,0.108,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58761.242359,18.057,0.067,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58761.258787,18.407,0.09,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58761.265195,18.573,0.11,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58761.269845,17.717,0.055,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58769.223893,18.501,0.201,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58769.227125,18.164,0.141,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58769.241161,18.39,0.17,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58769.251705,17.702,0.12,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58771.233055,19.516,0.548,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58771.236159,18.861,0.235,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58771.241309,18.908,0.259,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58771.253367,18.009,0.161,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58777.195695,17.936,0.073,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58777.19892,18.014,0.064,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58777.20629,18.356,0.063,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58777.218815,18.192,0.084,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58779.199919,17.684,0.074,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58779.203647,17.813,0.044,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58779.211075,18.261,0.064,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58779.221233,18.304,0.071,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58879.644665,18.089,0.067,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58879.647895,18.453,0.095,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58879.668384,21.929,11.889,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58881.621772,19.316,0.158,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58881.630943,18.187,0.06,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58881.640933,18.311,0.065,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58901.572244,17.525,0.042,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58901.57752,17.414,0.034,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58901.587553,17.572,0.038,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58901.590957,17.504,0.034,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58911.591264,17.988,0.044,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58911.594334,18.03,0.048,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58911.609247,17.95,0.043,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58911.615232,18.319,0.054,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58913.606317,17.751,0.031,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58913.616659,17.952,0.042,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58913.619502,17.765,0.034,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58913.626808,17.81,0.03,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58917.591168,17.404,0.048,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58917.594216,17.777,0.064,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58917.601036,18.278,0.089,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58917.613936,17.327,0.045,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58925.648348,17.787,0.312,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58931.639691,17.741,0.038,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58931.642686,17.731,0.039,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58931.645189,17.914,0.052,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58931.647969,17.79,0.047,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58931.651171,18.815,0.195,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58933.389283,17.503,0.055,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58933.392471,17.446,0.043,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58933.398102,17.19,0.036,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58933.408645,17.235,0.031,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58945.531345,17.269,0.037,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58945.534823,17.784,0.093,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58945.543077,17.243,0.139,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58945.556009,17.915,0.26,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58947.607009,17.292,0.077,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58947.609958,17.158,0.072,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58947.625259,17.262,0.068,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58947.632408,17.279,0.072,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58948.483108,17.652,0.069,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58948.486609,17.446,0.061,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58948.491961,16.982,0.034,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58948.504606,17.585,0.068,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58951.627611,17.169,0.081,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58951.6308,17.342,0.056,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58951.632419,17.114,0.075,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58951.634983,17.041,0.092,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58953.553047,19.143,1.68,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58953.566541,17.694,0.494,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58953.569361,19.341,2.126,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58957.543764,17.368,0.03,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58957.546921,17.175,0.027,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58957.552363,17.353,0.029,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58957.5643,17.661,0.032,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58959.500701,18.443,0.063,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58959.508662,18.044,0.045,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58959.518881,18.216,0.059,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58959.524782,18.037,0.05,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58959.581441,19.345,0.208,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58961.532006,17.281,0.027,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58961.534889,17.427,0.029,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58961.545286,17.404,0.031,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58961.55304,17.419,0.03,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58961.631978,17.232,0.056,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58963.527832,19.162,1.595,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58965.428827,17.43,0.04,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58965.430675,17.422,0.036,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58965.438346,17.214,0.029,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58965.463535,17.284,0.029,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58969.46431,17.258,0.027,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58969.482713,17.522,0.032,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58969.484557,17.1,0.024,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58969.492923,17.51,0.029,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58971.517737,17.887,0.036,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58971.52172,18.079,0.048,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58971.556214,18.531,0.068,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58971.562167,18.108,0.048,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58972.524874,17.273,0.033,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58972.53673,17.387,0.036,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58972.544897,18.576,0.088,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58972.548251,17.294,0.032,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58972.625815,18.139,0.126,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58973.429307,17.223,0.032,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58973.431148,17.139,0.029,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58973.434019,16.302,0.016,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58973.441762,17.299,0.033,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58975.402167,17.471,0.063,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58975.417123,17.281,0.063,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58975.419455,17.238,0.062,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58975.424567,17.418,0.065,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58977.511706,17.138,0.079,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58977.514886,17.155,0.333,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58977.567032,16.989,0.036,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58977.586324,17.159,0.04,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58979.484497,17.252,0.032,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58979.489942,17.553,0.043,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58979.493166,17.187,0.039,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58979.509515,17.49,0.048,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58981.514806,17.145,0.036,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58981.517614,17.228,0.042,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58981.528639,17.111,0.031,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58981.557232,17.088,0.041,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58983.435697,17.904,0.039,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58983.437527,17.612,0.032,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58983.450519,17.633,0.033,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58983.453344,17.641,0.032,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58984.464055,17.714,0.034,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58984.466867,17.753,0.032,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58984.472418,17.794,0.028,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58984.481189,17.689,0.031,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58985.461075,17.277,0.025,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58985.465787,17.217,0.023,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58985.497034,17.401,0.026,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58985.505426,17.517,0.029,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58987.467144,17.738,0.033,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58987.470463,17.681,0.031,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58987.475806,17.633,0.029,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58987.488422,17.626,0.035,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58989.415191,17.14,0.022,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58989.41703,17.314,0.024,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58989.42029,17.425,0.027,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58989.441714,17.674,0.031,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58993.481083,17.533,0.076,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58993.488128,17.341,0.039,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58993.492978,17.449,0.038,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58993.504086,17.546,0.107,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58995.448696,17.776,0.037,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58995.464081,17.681,0.036,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58995.467302,17.644,0.029,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58995.476675,17.894,0.037,c,161742.53+322234.4,244.42722969972576,32.37622559276209
58997.408675,17.258,0.04,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58997.416766,17.169,0.082,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58999.374969,17.328,0.034,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58999.376819,17.241,0.029,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58999.405172,17.544,0.039,o,161742.53+322234.4,244.42722969972576,32.37622559276209
58999.410716,17.264,0.028,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59000.455275,17.362,0.04,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59000.458124,17.291,0.031,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59000.462774,17.393,0.037,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59000.473129,17.393,0.037,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59000.48209,17.433,0.038,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59001.435817,17.303,0.032,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59001.442337,17.134,0.028,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59001.454434,17.222,0.029,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59001.457344,17.329,0.033,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59003.414085,17.087,0.032,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59003.417372,17.212,0.039,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59003.424717,17.182,0.034,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59003.437891,17.411,0.041,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59005.364894,17.657,0.061,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59005.366737,17.055,0.039,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59005.398297,17.235,0.044,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59005.40578,17.088,0.043,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59007.431721,17.374,0.047,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59007.465346,17.314,0.046,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59007.471035,17.354,0.04,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59007.474693,16.94,0.032,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59009.419667,17.107,0.031,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59009.425662,17.512,0.062,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59009.434598,17.163,0.034,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59009.440662,17.242,0.034,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59013.406047,17.32,0.026,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59013.44535,17.123,0.023,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59013.46035,17.264,0.025,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59015.38258,17.625,0.031,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59015.416778,17.558,0.028,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59015.419999,17.693,0.027,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59015.42645,17.726,0.032,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59017.386845,17.432,0.03,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59017.387306,17.284,0.027,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59017.391024,17.789,0.034,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59017.391485,17.392,0.031,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59017.400406,17.254,0.027,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59017.400866,17.287,0.026,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59017.410618,17.314,0.027,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59017.421584,17.244,0.026,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59021.358686,17.406,0.027,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59021.36704,17.245,0.029,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59021.372268,17.876,0.038,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59021.372727,18.263,0.05,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59021.375607,17.431,0.027,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59021.380916,17.251,0.025,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59021.383439,17.481,0.028,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59021.415515,17.254,0.025,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59023.412621,17.666,0.031,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59023.416343,17.868,0.039,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59023.432853,17.893,0.039,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59023.460758,17.837,0.039,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59025.380933,17.951,0.035,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59025.397855,17.671,0.03,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59025.413391,17.407,0.022,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59025.427869,17.767,0.036,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59027.353967,17.23,0.029,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59027.359283,17.452,0.029,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59027.363588,17.327,0.026,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59027.37677,17.46,0.032,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59029.359468,17.069,0.024,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59029.365014,17.487,0.032,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59029.368707,17.396,0.034,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59029.387311,17.341,0.031,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59031.349381,17.165,0.038,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59031.352583,17.313,0.042,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59031.35915,17.341,0.042,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59031.36893,17.579,0.053,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59033.397153,17.636,0.049,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59033.41763,17.293,0.039,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59033.431575,17.433,0.044,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59033.444142,17.216,0.042,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59035.408177,17.088,0.047,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59035.411379,17.142,0.047,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59035.417166,17.617,0.067,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59035.441588,17.409,0.055,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59037.338584,17.718,0.041,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59037.348555,17.328,0.035,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59037.360541,17.196,0.029,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59037.363401,17.137,0.029,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59039.339061,18.07,0.042,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59039.342752,17.63,0.037,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59039.347868,17.319,0.028,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59039.358886,18.157,0.05,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59040.317674,17.823,0.033,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59040.323222,18.026,0.042,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59040.336057,17.89,0.033,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59040.339745,17.715,0.031,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59041.365218,17.263,0.025,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59041.368025,17.733,0.029,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59041.383568,17.331,0.024,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59041.389055,17.848,0.037,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59043.439148,18.055,0.049,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59043.442379,17.957,0.054,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59043.448929,17.587,0.036,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59043.458752,17.523,0.034,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59047.380552,17.86,0.042,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59047.384263,18.089,0.051,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59047.389808,18.167,0.065,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59047.410136,18.045,0.056,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59051.385656,18.174,0.049,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59051.388879,18.47,0.061,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59051.398783,18.485,0.062,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59051.404293,18.122,0.043,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59053.295182,17.563,0.033,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59053.298413,17.411,0.031,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59053.322632,17.415,0.029,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59053.330014,17.553,0.029,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59055.324516,17.639,0.035,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59059.369449,18.296,0.096,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59059.372657,17.282,0.039,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59059.378169,17.743,0.059,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59059.388993,17.36,0.045,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59061.297817,17.519,0.035,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59061.301045,17.689,0.047,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59061.313214,17.161,0.028,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59061.327456,17.41,0.04,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59063.306602,17.544,0.237,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59063.311423,17.109,0.147,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59063.329685,17.214,0.045,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59065.364528,17.254,0.039,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59065.367754,17.381,0.049,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59065.378095,17.559,0.068,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59065.384118,17.413,0.049,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59069.287707,17.414,0.026,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59069.295544,17.418,0.027,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59069.30174,18.226,0.048,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59069.31343,17.706,0.031,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59071.296098,17.967,0.044,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59071.300692,17.745,0.034,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59071.318687,17.983,0.036,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59071.332836,17.988,0.04,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59073.328369,17.509,0.028,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59073.343609,17.592,0.028,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59073.354211,17.492,0.033,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59073.358442,17.565,0.029,o,161742.53+322234.4,244.42722969972576,32.37622559276209
59075.317449,18.065,0.044,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59075.321634,18.082,0.042,c,161742.53+322234.4,244.42722969972576,32.37622559276209
59075.328069,17.956,0.048,c,161742.53+322234.4,244.42722969972576,32.37622559276209
