InputID,ID,Mag,Magerr,RA,Decl,MJD,Blend
110104.14+062829.5,2105152026770,17.67,0.07,165.26732, 6.47495,54831.43443,0
110104.14+062829.5,2105152026770,17.65,0.07,165.26731, 6.47496,54831.44277,0
110104.14+062829.5,2105152026770,17.69,0.07,165.26739, 6.47495,54480.45033,0
110104.14+062829.5,2105152026770,17.75,0.07,165.26734, 6.47497,54480.45534,0
110104.14+062829.5,2105152026770,17.67,0.07,165.26734, 6.47494,54480.46034,0
110104.14+062829.5,2105152026770,17.68,0.07,165.26736, 6.47493,54480.46535,0
110104.14+062829.5,2105152026770,17.73,0.07,165.26734, 6.47495,54495.44906,0
110104.14+062829.5,2105152026770,17.71,0.07,165.26732, 6.47493,54495.45844,0
110104.14+062829.5,2105152026770,17.70,0.07,165.26734, 6.47496,54495.46783,0
110104.14+062829.5,2105152026770,17.72,0.07,165.26731, 6.47491,54495.47743,0
110104.14+062829.5,2105152026770,17.72,0.07,165.26734, 6.47495,54530.31841,0
110104.14+062829.5,2105152026770,17.76,0.07,165.26733, 6.47496,54530.32401,0
110104.14+062829.5,2105152026770,17.78,0.07,165.26733, 6.47495,54530.32905,0
110104.14+062829.5,2105152026770,17.76,0.07,165.26734, 6.47495,54530.33412,0
110104.14+062829.5,2105152026770,17.72,0.07,165.26733, 6.47495,54551.27429,0
110104.14+062829.5,2105152026770,17.71,0.07,165.26738, 6.47496,54551.28153,0
110104.14+062829.5,2105152026770,17.75,0.07,165.26733, 6.47497,54551.28872,0
110104.14+062829.5,2105152026770,17.76,0.07,165.26735, 6.47493,54551.29602,0
110104.14+062829.5,2105152026770,17.65,0.07,165.26732, 6.47497,54793.51179,0
110104.14+062829.5,2105152026770,17.65,0.07,165.26731, 6.47495,54793.51767,0
110104.14+062829.5,2105152026770,17.64,0.07,165.26731, 6.47496,54793.52358,0
110104.14+062829.5,2105152026770,17.62,0.07,165.26731, 6.47496,54793.52953,0
110104.14+062829.5,2105152026770,17.76,0.07,165.26735, 6.47498,54923.18326,0
110104.14+062829.5,2105152026770,17.81,0.07,165.26734, 6.47495,54923.19152,0
110104.14+062829.5,2105152026770,17.78,0.07,165.26732, 6.47498,54923.19975,0
110104.14+062829.5,2105152026770,17.75,0.07,165.26735, 6.47498,54923.20773,0
110104.14+062829.5,2105152026770,17.81,0.07,165.26737, 6.47496,54939.27939,0
110104.14+062829.5,2105152026770,17.76,0.07,165.26734, 6.47492,54939.28630,0
110104.14+062829.5,2105152026770,17.80,0.07,165.26734, 6.47496,54939.29323,0
110104.14+062829.5,2105152026770,17.81,0.07,165.26735, 6.47496,54939.30007,0
110104.14+062829.5,2105152026770,17.71,0.07,165.26734, 6.47495,54889.37107,0
110104.14+062829.5,2105152026770,17.75,0.07,165.26731, 6.47494,54889.37791,0
110104.14+062829.5,2105152026770,17.67,0.07,165.26736, 6.47495,54889.38470,0
110104.14+062829.5,2105152026770,17.70,0.07,165.26732, 6.47493,54889.39152,0
110104.14+062829.5,2105152026770,17.68,0.07,165.26729, 6.47490,54848.51138,0
110104.14+062829.5,2105152026770,17.71,0.07,165.26733, 6.47495,54848.51662,0
110104.14+062829.5,2105152026770,17.65,0.07,165.26733, 6.47494,54848.52171,0
110104.14+062829.5,2105152026770,17.71,0.07,165.26732, 6.47496,54848.52693,0
110104.14+062829.5,2105152026770,17.66,0.07,165.26732, 6.47493,54849.38802,0
110104.14+062829.5,2105152026770,17.73,0.07,165.26731, 6.47492,54849.39319,0
110104.14+062829.5,2105152026770,17.69,0.07,165.26732, 6.47496,54849.39834,0
110104.14+062829.5,2105152026770,17.69,0.07,165.26731, 6.47493,54849.40348,0
110104.14+062829.5,2105152026770,17.78,0.09,165.26732, 6.47493,54997.15689,0
110104.14+062829.5,2105152026770,17.68,0.08,165.26734, 6.47492,54997.16009,0
110104.14+062829.5,2105152026770,17.62,0.08,165.26734, 6.47497,54997.16329,0
110104.14+062829.5,2105152026770,17.76,0.09,165.26736, 6.47496,54997.16655,0
110104.14+062829.5,2105152026770,17.80,0.07,165.26734, 6.47501,54905.28604,0
110104.14+062829.5,2105152026770,17.85,0.07,165.26738, 6.47495,54905.29415,0
110104.14+062829.5,2105152026770,17.77,0.07,165.26732, 6.47504,54905.30227,0
110104.14+062829.5,2105152026770,17.84,0.07,165.26737, 6.47499,54905.31046,0
110104.14+062829.5,2105152026770,17.77,0.07,165.26735, 6.47498,55143.50768,0
110104.14+062829.5,2105152026770,17.79,0.07,165.26733, 6.47496,55143.51234,0
110104.14+062829.5,2105152026770,17.64,0.07,165.26730, 6.47496,55143.51702,0
110104.14+062829.5,2105152026770,17.73,0.07,165.26733, 6.47499,55143.52172,0
110104.14+062829.5,2105152026770,17.80,0.07,165.26735, 6.47494,55159.48529,0
110104.14+062829.5,2105152026770,17.79,0.07,165.26733, 6.47497,55159.49125,0
110104.14+062829.5,2105152026770,17.75,0.07,165.26735, 6.47494,55159.49715,0
110104.14+062829.5,2105152026770,17.78,0.07,165.26729, 6.47494,55159.50310,0
110104.14+062829.5,2105152026770,17.80,0.07,165.26735, 6.47498,55295.22188,0
110104.14+062829.5,2105152026770,17.74,0.07,165.26736, 6.47497,55295.22958,0
110104.14+062829.5,2105152026770,17.77,0.07,165.26736, 6.47498,55295.23729,0
110104.14+062829.5,2105152026770,17.80,0.07,165.26736, 6.47500,55295.24501,0
110104.14+062829.5,2105152026770,17.74,0.07,165.26731, 6.47492,55541.47332,0
110104.14+062829.5,2105152026770,17.73,0.07,165.26734, 6.47496,55541.48033,0
110104.14+062829.5,2105152026770,17.73,0.07,165.26731, 6.47497,55541.48736,0
110104.14+062829.5,2105152026770,17.76,0.07,165.26735, 6.47497,55541.49434,0
110104.14+062829.5,2105152026770,17.86,0.09,165.26733, 6.47498,55233.38549,0
110104.14+062829.5,2105152026770,17.81,0.09,165.26734, 6.47495,55233.38716,0
110104.14+062829.5,2105152026770,17.81,0.07,165.26736, 6.47501,55240.37958,0
110104.14+062829.5,2105152026770,17.87,0.07,165.26736, 6.47499,55240.38843,0
110104.14+062829.5,2105152026770,17.83,0.07,165.26738, 6.47498,55240.39732,0
110104.14+062829.5,2105152026770,17.80,0.07,165.26738, 6.47499,55240.40616,0
110104.14+062829.5,2105152026770,17.86,0.07,165.26731, 6.47494,55211.40833,0
110104.14+062829.5,2105152026770,17.85,0.07,165.26737, 6.47494,55211.41546,0
110104.14+062829.5,2105152026770,17.84,0.07,165.26734, 6.47494,55211.42264,0
110104.14+062829.5,2105152026770,17.85,0.07,165.26732, 6.47495,55211.42975,0
110104.14+062829.5,2105152026770,17.73,0.07,165.26735, 6.47499,55267.30694,0
110104.14+062829.5,2105152026770,17.77,0.07,165.26738, 6.47504,55267.31466,0
110104.14+062829.5,2105152026770,17.77,0.07,165.26737, 6.47501,55267.32246,0
110104.14+062829.5,2105152026770,17.81,0.07,165.26739, 6.47503,55267.33024,0
110104.14+062829.5,2105152026770,17.65,0.07,165.26732, 6.47497,55322.14340,0
110104.14+062829.5,2105152026770,17.66,0.07,165.26731, 6.47497,55322.14751,0
110104.14+062829.5,2105152026770,17.69,0.07,165.26733, 6.47496,55322.14990,0
110104.14+062829.5,2105152026770,17.64,0.07,165.26733, 6.47493,55322.16840,0
110104.14+062829.5,2105152026770,17.76,0.07,165.26730, 6.47494,55515.51233,0
110104.14+062829.5,2105152026770,17.76,0.07,165.26733, 6.47497,55515.51667,0
110104.14+062829.5,2105152026770,17.75,0.07,165.26731, 6.47495,55515.52096,0
110104.14+062829.5,2105152026770,17.71,0.07,165.26732, 6.47497,55515.52528,0
110104.14+062829.5,2105152026770,17.73,0.07,165.26729, 6.47491,55663.15882,0
110104.14+062829.5,2105152026770,17.67,0.07,165.26732, 6.47495,55663.16799,0
110104.14+062829.5,2105152026770,17.66,0.07,165.26731, 6.47495,55663.17728,0
110104.14+062829.5,2105152026770,17.71,0.07,165.26733, 6.47496,55663.18651,0
110104.14+062829.5,2105152026770,17.63,0.07,165.26732, 6.47492,55617.36848,0
110104.14+062829.5,2105152026770,17.63,0.07,165.26732, 6.47493,55617.37496,0
110104.14+062829.5,2105152026770,17.64,0.07,165.26733, 6.47493,55617.38154,0
110104.14+062829.5,2105152026770,17.61,0.07,165.26732, 6.47493,55617.38807,0
110104.14+062829.5,2105152026770,17.69,0.06,165.26730, 6.47494,55563.47080,0
110104.14+062829.5,2105152026770,17.68,0.06,165.26729, 6.47492,55563.47913,0
110104.14+062829.5,2105152026770,17.71,0.06,165.26733, 6.47494,55563.48745,0
110104.14+062829.5,2105152026770,17.74,0.06,165.26732, 6.47494,55563.49577,0
110104.14+062829.5,2105152026770,17.64,0.07,165.26736, 6.47494,55624.27417,0
110104.14+062829.5,2105152026770,17.68,0.07,165.26731, 6.47490,55624.28182,0
110104.14+062829.5,2105152026770,17.66,0.07,165.26732, 6.47494,55624.28948,0
110104.14+062829.5,2105152026770,17.68,0.07,165.26733, 6.47494,55624.29713,0
110104.14+062829.5,2105152026770,17.70,0.07,165.26732, 6.47496,55648.23829,0
110104.14+062829.5,2105152026770,17.67,0.07,165.26734, 6.47495,55648.24349,0
110104.14+062829.5,2105152026770,17.69,0.07,165.26732, 6.47498,55648.24873,0
110104.14+062829.5,2105152026770,17.76,0.07,165.26732, 6.47497,55648.25396,0
110104.14+062829.5,2105152026770,17.83,0.07,165.26737, 6.47504,55867.49080,0
110104.14+062829.5,2105152026770,17.85,0.07,165.26737, 6.47500,55867.49660,0
110104.14+062829.5,2105152026770,17.80,0.07,165.26739, 6.47501,55867.50239,0
110104.14+062829.5,2105152026770,17.84,0.07,165.26735, 6.47497,55867.50826,0
110104.14+062829.5,2105152026770,17.78,0.07,165.26738, 6.47499,55893.44734,0
110104.14+062829.5,2105152026770,17.75,0.07,165.26734, 6.47499,55893.45661,0
110104.14+062829.5,2105152026770,17.70,0.07,165.26740, 6.47502,55893.46597,0
110104.14+062829.5,2105152026770,17.71,0.07,165.26740, 6.47500,55893.47541,0
110104.14+062829.5,2105152026770,17.76,0.07,165.26734, 6.47499,55923.48530,0
110104.14+062829.5,2105152026770,17.79,0.07,165.26734, 6.47497,55923.49385,0
110104.14+062829.5,2105152026770,17.74,0.07,165.26739, 6.47496,55923.50255,0
110104.14+062829.5,2105152026770,17.78,0.07,165.26738, 6.47500,55923.51126,0
110104.14+062829.5,2105152026770,17.76,0.07,165.26736, 6.47498,55980.32184,0
110104.14+062829.5,2105152026770,17.76,0.07,165.26736, 6.47497,55980.33165,0
110104.14+062829.5,2105152026770,17.77,0.07,165.26738, 6.47506,55980.34140,0
110104.14+062829.5,2105152026770,17.78,0.07,165.26738, 6.47498,55980.35115,0
110104.14+062829.5,2105152026770,17.83,0.07,165.26739, 6.47502,55987.33950,0
110104.14+062829.5,2105152026770,17.75,0.07,165.26737, 6.47499,55987.34760,0
110104.14+062829.5,2105152026770,17.74,0.07,165.26738, 6.47499,55987.35572,0
110104.14+062829.5,2105152026770,17.78,0.07,165.26734, 6.47498,55987.36387,0
110104.14+062829.5,2105152026770,17.69,0.07,165.26735, 6.47498,55999.21341,0
110104.14+062829.5,2105152026770,17.68,0.07,165.26736, 6.47497,55999.22269,0
110104.14+062829.5,2105152026770,17.66,0.07,165.26736, 6.47499,55999.23211,0
110104.14+062829.5,2105152026770,17.66,0.07,165.26735, 6.47500,55999.24142,0
110104.14+062829.5,2105152026770,17.61,0.07,165.26737, 6.47501,56015.28031,0
110104.14+062829.5,2105152026770,17.64,0.07,165.26739, 6.47499,56015.28616,0
110104.14+062829.5,2105152026770,17.62,0.07,165.26737, 6.47499,56015.29197,0
110104.14+062829.5,2105152026770,17.61,0.07,165.26736, 6.47499,56015.29779,0
110104.14+062829.5,2105152026770,17.62,0.07,165.26737, 6.47499,56028.20738,0
110104.14+062829.5,2105152026770,17.61,0.07,165.26735, 6.47500,56028.21439,0
110104.14+062829.5,2105152026770,17.60,0.07,165.26741, 6.47501,56028.22136,0
110104.14+062829.5,2105152026770,17.60,0.07,165.26737, 6.47497,56028.22825,0
110104.14+062829.5,2105152026770,17.67,0.07,165.26735, 6.47497,56087.18293,0
110104.14+062829.5,2105152026770,17.69,0.07,165.26738, 6.47495,56087.18756,0
110104.14+062829.5,2105152026770,17.63,0.07,165.26735, 6.47497,56087.19221,0
110104.14+062829.5,2105152026770,17.67,0.07,165.26739, 6.47497,56087.19688,0
110104.14+062829.5,2105152026770,17.74,0.07,165.26735, 6.47498,56251.50504,0
110104.14+062829.5,2105152026770,17.65,0.07,165.26734, 6.47498,56251.50929,0
110104.14+062829.5,2105152026770,17.74,0.07,165.26737, 6.47501,56251.51354,0
110104.14+062829.5,2105152026770,17.72,0.07,165.26737, 6.47499,56251.51783,0
110104.14+062829.5,2105152026770,17.66,0.07,165.26736, 6.47498,56263.46617,0
110104.14+062829.5,2105152026770,17.63,0.07,165.26731, 6.47498,56263.47258,0
110104.14+062829.5,2105152026770,17.64,0.07,165.26739, 6.47498,56263.47907,0
110104.14+062829.5,2105152026770,17.66,0.07,165.26739, 6.47500,56263.48554,0
110104.14+062829.5,2105152026770,17.56,0.07,165.26736, 6.47500,56311.40411,0
110104.14+062829.5,2105152026770,17.51,0.07,165.26734, 6.47500,56311.40995,0
110104.14+062829.5,2105152026770,17.49,0.07,165.26739, 6.47502,56311.41579,0
110104.14+062829.5,2105152026770,17.52,0.07,165.26737, 6.47501,56311.42171,0
110104.14+062829.5,2105152026770,17.59,0.07,165.26739, 6.47499,56354.33236,0
110104.14+062829.5,2105152026770,17.53,0.07,165.26738, 6.47501,56354.33590,0
110104.14+062829.5,2105152026770,17.50,0.07,165.26735, 6.47500,56354.33948,0
110104.14+062829.5,2105152026770,17.57,0.07,165.26736, 6.47502,56354.34300,0
110104.14+062829.5,2105152026770,17.54,0.07,165.26738, 6.47502,56365.27152,0
110104.14+062829.5,2105152026770,17.57,0.07,165.26737, 6.47501,56365.27622,0
110104.14+062829.5,2105152026770,17.57,0.07,165.26740, 6.47501,56365.28083,0
110104.14+062829.5,2105152026770,17.56,0.07,165.26737, 6.47502,56365.28558,0
110104.14+062829.5,2105152026770,17.61,0.07,165.26739, 6.47501,56385.29142,0
110104.14+062829.5,2105152026770,17.62,0.07,165.26738, 6.47499,56385.29785,0
110104.14+062829.5,2105152026770,17.59,0.07,165.26738, 6.47498,56385.30429,0
110104.14+062829.5,2105152026770,17.62,0.07,165.26739, 6.47500,56385.31067,0
110104.14+062829.5,2105152026770,17.62,0.07,165.26739, 6.47500,56397.13454,0
110104.14+062829.5,2105152026770,17.62,0.07,165.26740, 6.47500,56397.14040,0
110104.14+062829.5,2105152026770,17.66,0.07,165.26739, 6.47500,56397.14629,0
110104.14+062829.5,2105152026770,17.64,0.07,165.26738, 6.47502,56397.15219,0
110104.14+062829.5,2105152026770,17.58,0.07,165.26734, 6.47493,56453.16895,0
110104.14+062829.5,2105152026770,17.55,0.07,165.26737, 6.47495,56453.17405,0
110104.14+062829.5,2105152026770,17.60,0.07,165.26741, 6.47501,56453.17885,0
110104.14+062829.5,2105152026770,17.56,0.07,165.26739, 6.47502,56453.18359,0
110104.14+062829.5,2105152026770,17.73,0.07,165.26732, 6.47496,56604.50424,0
110104.14+062829.5,2105152026770,17.79,0.07,165.26729, 6.47496,56604.50798,0
110104.14+062829.5,2105152026770,17.76,0.07,165.26731, 6.47496,56604.51171,0
110104.14+062829.5,2105152026770,17.74,0.07,165.26728, 6.47496,56604.51543,0
110104.14+062829.5,2105152026770,17.74,0.07,165.26728, 6.47496,56640.41754,0
110104.14+062829.5,2105152026770,17.87,0.07,165.26733, 6.47496,56640.42620,0
110104.14+062829.5,2105152026770,17.76,0.07,165.26734, 6.47498,56640.43487,0
110104.14+062829.5,2105152026770,17.69,0.07,165.26734, 6.47493,56640.44353,0
110104.14+062829.5,2105152026770,17.73,0.07,165.26728, 6.47494,56663.41099,0
110104.14+062829.5,2105152026770,17.77,0.07,165.26729, 6.47495,56663.42003,0
110104.14+062829.5,2105152026770,17.76,0.07,165.26734, 6.47499,56663.42909,0
110104.14+062829.5,2105152026770,17.77,0.07,165.26735, 6.47494,56663.43814,0
110104.14+062829.5,2105152026850,22.36,0.45,165.26509, 6.47734,53846.17160,0
110104.14+062829.5,2105152026850,22.04,0.36,165.26533, 6.47725,53879.22690,0
110104.14+062829.5,2105152026850,21.79,0.29,165.26513, 6.47752,54205.23488,0
110104.14+062829.5,2105152026850,22.77,0.50,165.26522, 6.47718,54179.25280,0
110104.14+062829.5,2105152026850,21.86,0.30,165.26521, 6.47727,54179.25913,0
110104.14+062829.5,2105152026850,22.03,0.37,165.26495, 6.47732,54581.26113,0
110104.14+062829.5,2105152026850,22.57,0.47,165.26495, 6.47728,54830.44970,0
110104.14+062829.5,2105152026850,21.70,0.30,165.26510, 6.47736,54831.41763,0
110104.14+062829.5,2105152026850,22.42,0.42,165.26515, 6.47729,54495.46783,0
110104.14+062829.5,2105152026850,22.43,0.44,165.26505, 6.47733,54793.51179,0
110104.14+062829.5,2105152026850,21.58,0.28,165.26498, 6.47716,54793.52358,0
110104.14+062829.5,2105152026850,21.53,0.30,165.26493, 6.47730,55295.22188,0
110104.14+062829.5,2105152026850,21.58,0.31,165.26506, 6.47733,55295.24501,0
110104.14+062829.5,2105152026850,21.67,0.30,165.26522, 6.47714,55541.48736,0
110104.14+062829.5,2105152026850,21.43,0.43,165.26486, 6.47752,55233.38549,0
110104.14+062829.5,2105152026850,21.66,0.34,165.26501, 6.47686,55240.40616,0
110104.14+062829.5,2105152026850,22.15,0.44,165.26482, 6.47733,55663.16799,0
110104.14+062829.5,2105152026850,21.13,0.22,165.26501, 6.47746,55617.37496,0
110104.14+062829.5,2105152026850,21.95,0.29,165.26518, 6.47749,55563.47913,0
110104.14+062829.5,2105152026850,21.71,0.31,165.26490, 6.47731,55648.24349,0
110104.14+062829.5,2105152026850,21.98,0.36,165.26497, 6.47734,55980.33165,0
110104.14+062829.5,2105152026850,21.80,0.33,165.26532, 6.47757,56028.20738,0
110104.14+062829.5,2105152026850,21.97,0.36,165.26496, 6.47721,56087.18293,0
110104.14+062829.5,2105152026850,22.44,0.54,165.26531, 6.47747,56397.14040,0
110104.14+062829.5,2105152026911,22.38,0.44,165.26665, 6.47035,53731.48388,0
110104.14+062829.5,2105152026911,21.92,0.35,165.26542, 6.47047,54093.44697,0
110104.14+062829.5,2105152026911,21.56,0.28,165.26667, 6.47054,53739.45843,0
110104.14+062829.5,2105152026911,22.10,0.37,165.26617, 6.47079,53879.22690,0
110104.14+062829.5,2105152026911,22.32,0.40,165.26634, 6.47039,54185.20263,0
110104.14+062829.5,2105152026911,21.77,0.31,165.26606, 6.47074,54412.50549,0
110104.14+062829.5,2105152026911,21.79,0.31,165.26602, 6.47080,54551.28872,0
110104.14+062829.5,2105152026911,20.98,0.23,165.26622, 6.47072,55295.22188,0
110104.14+062829.5,2105152026911,22.11,0.40,165.26671, 6.47041,55211.42975,0
110104.14+062829.5,2105152026911,21.07,0.22,165.26581, 6.47073,55923.48530,0
110104.14+062829.5,2105152026911,20.14,0.17,165.26631, 6.47066,56263.46617,0
110104.14+062829.5,2105152026911,21.57,0.32,165.26653, 6.47053,56365.27622,0
110104.14+062829.5,2105152026911,22.12,0.47,165.26639, 6.47043,56453.17405,0
110104.14+062829.5,2105152026911,21.84,0.35,165.26505, 6.46987,56663.43814,0
110104.14+062829.5,2105152027021,21.56,0.28,165.26435, 6.47199,53731.48388,0
110104.14+062829.5,2105152027021,21.37,0.26,165.26436, 6.47219,53832.18904,0
110104.14+062829.5,2105152027021,21.21,0.24,165.26441, 6.47207,53832.19553,0
110104.14+062829.5,2105152027021,20.82,0.20,165.26427, 6.47235,53832.20203,0
110104.14+062829.5,2105152027021,21.57,0.29,165.26425, 6.47232,53832.20853,0
110104.14+062829.5,2105152027021,21.45,0.28,165.26436, 6.47223,53846.16370,0
110104.14+062829.5,2105152027021,21.15,0.23,165.26442, 6.47222,53846.17160,0
110104.14+062829.5,2105152027021,21.20,0.24,165.26425, 6.47219,53846.17934,0
110104.14+062829.5,2105152027021,21.22,0.24,165.26433, 6.47223,53846.18696,0
110104.14+062829.5,2105152027021,21.24,0.24,165.26454, 6.47239,54093.42246,0
110104.14+062829.5,2105152027021,21.27,0.25,165.26445, 6.47235,54093.43873,0
110104.14+062829.5,2105152027021,21.48,0.27,165.26416, 6.47226,53739.45843,0
110104.14+062829.5,2105152027021,21.22,0.24,165.26502, 6.47197,53739.48073,0
110104.14+062829.5,2105152027021,20.49,0.15,165.26443, 6.47228,53758.49225,0
110104.14+062829.5,2105152027021,22.53,0.41,165.26408, 6.47231,53758.50123,0
110104.14+062829.5,2105152027021,21.10,0.19,165.26436, 6.47211,53758.51023,0
110104.14+062829.5,2105152027021,21.12,0.25,165.26413, 6.47219,53817.29440,0
110104.14+062829.5,2105152027021,21.73,0.30,165.26437, 6.47223,53879.20516,0
110104.14+062829.5,2105152027021,20.95,0.20,165.26439, 6.47208,53879.21256,0
110104.14+062829.5,2105152027021,20.49,0.16,165.26434, 6.47226,53879.21970,0
110104.14+062829.5,2105152027021,21.32,0.24,165.26442, 6.47227,53879.22690,0
110104.14+062829.5,2105152027021,20.74,0.19,165.26437, 6.47208,54059.52832,0
110104.14+062829.5,2105152027021,21.75,0.32,165.26440, 6.47207,54059.53061,0
110104.14+062829.5,2105152027021,21.44,0.27,165.26424, 6.47209,54059.53499,0
110104.14+062829.5,2105152027021,21.05,0.20,165.26432, 6.47229,54205.22654,0
110104.14+062829.5,2105152027021,21.33,0.23,165.26444, 6.47219,54205.23488,0
110104.14+062829.5,2105152027021,21.74,0.29,165.26433, 6.47223,54205.24327,0
110104.14+062829.5,2105152027021,21.31,0.23,165.26434, 6.47212,54448.50644,0
110104.14+062829.5,2105152027021,21.37,0.24,165.26436, 6.47205,54448.51436,0
110104.14+062829.5,2105152027021,21.30,0.23,165.26427, 6.47212,54448.52223,0
110104.14+062829.5,2105152027021,21.47,0.25,165.26482, 6.47181,54448.53014,0
110104.14+062829.5,2105152027021,21.34,0.24,165.26426, 6.47205,54465.46542,0
110104.14+062829.5,2105152027021,21.54,0.27,165.26450, 6.47219,54465.47853,0
110104.14+062829.5,2105152027021,21.32,0.24,165.26439, 6.47214,54465.48513,0
110104.14+062829.5,2105152027021,21.25,0.25,165.26468, 6.47217,54127.41009,0
110104.14+062829.5,2105152027021,22.57,0.51,165.26428, 6.47196,54127.41740,0
110104.14+062829.5,2105152027021,22.16,0.41,165.26457, 6.47211,54127.43204,0
110104.14+062829.5,2105152027021,21.52,0.26,165.26436, 6.47211,54168.37998,0
110104.14+062829.5,2105152027021,21.92,0.32,165.26432, 6.47241,54168.38636,0
110104.14+062829.5,2105152027021,21.07,0.20,165.26432, 6.47218,54168.39271,0
110104.14+062829.5,2105152027021,21.41,0.24,165.26433, 6.47225,54179.25280,0
110104.14+062829.5,2105152027021,21.03,0.20,165.26429, 6.47222,54179.25913,0
110104.14+062829.5,2105152027021,21.28,0.22,165.26438, 6.47208,54179.26543,0
110104.14+062829.5,2105152027021,21.59,0.26,165.26409, 6.47227,54179.27178,0
110104.14+062829.5,2105152027021,21.58,0.27,165.26450, 6.47213,54185.19544,0
110104.14+062829.5,2105152027021,20.82,0.18,165.26434, 6.47223,54185.20973,0
110104.14+062829.5,2105152027021,21.58,0.27,165.26441, 6.47228,54185.21692,0
110104.14+062829.5,2105152027021,21.63,0.28,165.26436, 6.47210,54231.21212,0
110104.14+062829.5,2105152027021,20.22,0.14,165.26414, 6.47206,54231.21995,0
110104.14+062829.5,2105152027021,21.22,0.23,165.26432, 6.47216,54231.22784,0
110104.14+062829.5,2105152027021,21.10,0.21,165.26436, 6.47214,54231.23563,0
110104.14+062829.5,2105152027021,21.43,0.26,165.26444, 6.47214,54412.50549,0
110104.14+062829.5,2105152027021,21.06,0.23,165.26442, 6.47233,54412.51037,0
110104.14+062829.5,2105152027021,21.29,0.25,165.26434, 6.47233,54412.51532,0
110104.14+062829.5,2105152027021,21.12,0.22,165.26436, 6.47214,54424.44613,0
110104.14+062829.5,2105152027021,21.88,0.33,165.26418, 6.47219,54424.44996,0
110104.14+062829.5,2105152027021,21.90,0.33,165.26431, 6.47213,54424.45385,0
110104.14+062829.5,2105152027021,21.13,0.22,165.26440, 6.47216,54424.45769,0
110104.14+062829.5,2105152027021,21.40,0.26,165.26425, 6.47236,54581.26113,0
110104.14+062829.5,2105152027021,21.60,0.29,165.26429, 6.47222,54581.26669,0
110104.14+062829.5,2105152027021,21.79,0.32,165.26431, 6.47208,54581.27227,0
110104.14+062829.5,2105152027021,21.13,0.23,165.26429, 6.47204,54581.27785,0
110104.14+062829.5,2105152027021,21.54,0.27,165.26427, 6.47212,54830.42962,0
110104.14+062829.5,2105152027021,21.46,0.26,165.26443, 6.47211,54830.43631,0
110104.14+062829.5,2105152027021,21.26,0.23,165.26442, 6.47221,54830.44300,0
110104.14+062829.5,2105152027021,21.48,0.26,165.26417, 6.47201,54830.44970,0
110104.14+062829.5,2105152027021,20.92,0.20,165.26432, 6.47226,54831.41763,0
110104.14+062829.5,2105152027021,21.11,0.22,165.26446, 6.47215,54831.42604,0
110104.14+062829.5,2105152027021,21.46,0.26,165.26440, 6.47202,54831.43443,0
110104.14+062829.5,2105152027021,20.72,0.18,165.26413, 6.47215,54831.44277,0
110104.14+062829.5,2105152027021,21.67,0.28,165.26413, 6.47215,54480.45534,0
110104.14+062829.5,2105152027021,20.67,0.17,165.26426, 6.47215,54495.44906,0
110104.14+062829.5,2105152027021,21.39,0.24,165.26441, 6.47218,54495.45844,0
110104.14+062829.5,2105152027021,21.15,0.22,165.26440, 6.47218,54495.47743,0
110104.14+062829.5,2105152027021,21.57,0.32,165.26443, 6.47224,54530.31841,0
110104.14+062829.5,2105152027021,21.30,0.25,165.26428, 6.47219,54530.32401,0
110104.14+062829.5,2105152027021,21.10,0.21,165.26440, 6.47233,54530.32905,0
110104.14+062829.5,2105152027021,20.77,0.18,165.26426, 6.47215,54530.33412,0
110104.14+062829.5,2105152027021,20.85,0.19,165.26425, 6.47244,54551.28872,0
110104.14+062829.5,2105152027021,21.53,0.28,165.26444, 6.47224,54551.29602,0
110104.14+062829.5,2105152027021,21.32,0.24,165.26440, 6.47222,54793.51179,0
110104.14+062829.5,2105152027021,21.09,0.21,165.26439, 6.47220,54793.51767,0
110104.14+062829.5,2105152027021,21.52,0.27,165.26435, 6.47209,54793.52358,0
110104.14+062829.5,2105152027021,21.21,0.23,165.26440, 6.47222,54793.52953,0
110104.14+062829.5,2105152027021,21.91,0.35,165.26434, 6.47220,54923.18326,0
110104.14+062829.5,2105152027021,20.96,0.21,165.26451, 6.47237,54923.19975,0
110104.14+062829.5,2105152027021,21.00,0.22,165.26420, 6.47229,54939.27939,0
110104.14+062829.5,2105152027021,21.22,0.25,165.26441, 6.47194,54939.28630,0
110104.14+062829.5,2105152027021,21.10,0.23,165.26428, 6.47222,54939.29323,0
110104.14+062829.5,2105152027021,22.16,0.42,165.26431, 6.47206,54939.30007,0
110104.14+062829.5,2105152027021,21.10,0.23,165.26427, 6.47227,54889.37107,0
110104.14+062829.5,2105152027021,21.27,0.25,165.26432, 6.47215,54889.37791,0
110104.14+062829.5,2105152027021,21.34,0.26,165.26441, 6.47216,54889.38470,0
110104.14+062829.5,2105152027021,21.26,0.25,165.26432, 6.47218,54889.39152,0
110104.14+062829.5,2105152027021,22.25,0.40,165.26433, 6.47223,54848.51138,0
110104.14+062829.5,2105152027021,21.93,0.34,165.26431, 6.47229,54848.51662,0
110104.14+062829.5,2105152027021,21.11,0.22,165.26431, 6.47216,54848.52693,0
110104.14+062829.5,2105152027021,20.90,0.20,165.26429, 6.47220,54849.38802,0
