InputID,ID,Mag,Magerr,RA,Decl,MJD,Blend
143418.47+491236.5,1149053026365,17.79,0.11,218.57673,49.21015,55721.27230,0
143418.47+491236.5,1149053026365,17.80,0.13,218.57722,49.21019,55635.41593,0
143418.47+491236.5,1149053026365,17.69,0.12,218.57695,49.21022,55635.41955,0
143418.47+491236.5,1149053026365,17.87,0.14,218.57678,49.21017,55635.42318,0
143418.47+491236.5,1149053026365,17.74,0.12,218.57710,49.21028,55635.42678,0
143418.47+491236.5,1149053026365,17.66,0.10,218.57692,49.21014,55682.35795,0
143418.47+491236.5,1149053026365,17.70,0.10,218.57712,49.21017,55682.36480,0
143418.47+491236.5,1149053026365,17.66,0.10,218.57714,49.21023,55682.37175,0
143418.47+491236.5,1149053026365,17.79,0.11,218.57701,49.21029,55682.37859,0
143418.47+491236.5,1149053026365,17.76,0.10,218.57677,49.21003,56065.35374,0
143418.47+491236.5,1149053026365,17.72,0.10,218.57695,49.21027,56065.36049,0
143418.47+491236.5,1149053026365,17.62,0.10,218.57706,49.21022,56065.36732,0
143418.47+491236.5,1149053026365,17.68,0.10,218.57692,49.21023,56065.37410,0
143418.47+491236.5,1149053026365,17.76,0.11,218.57696,49.21015,56076.30861,0
143418.47+491236.5,1149053026365,17.67,0.11,218.57687,49.20989,56076.31561,0
143418.47+491236.5,1149053026365,17.60,0.10,218.57685,49.21041,56076.32288,0
143418.47+491236.5,1149053026365,17.73,0.11,218.57677,49.21008,56076.33015,0
143418.47+491236.5,1149053026365,17.68,0.10,218.57699,49.21014,56092.28022,0
143418.47+491236.5,1149053026365,17.65,0.10,218.57689,49.21013,56092.28825,0
143418.47+491236.5,1149053026365,17.80,0.10,218.57680,49.21015,56092.29624,0
143418.47+491236.5,1149053026365,17.77,0.10,218.57689,49.21011,56092.30428,0
143418.47+491236.5,1149053026365,17.69,0.10,218.57711,49.21013,56126.21587,0
143418.47+491236.5,1149053026365,17.54,0.10,218.57736,49.21001,56126.22150,0
143418.47+491236.5,1149053026365,17.84,0.11,218.57708,49.21022,56126.22709,0
143418.47+491236.5,1149053026365,17.68,0.10,218.57681,49.21011,56126.23278,0
143418.47+491236.5,1149053026365,17.68,0.10,218.57732,49.21032,56191.10762,0
143418.47+491236.5,1149053026365,17.66,0.10,218.57669,49.21023,56191.11269,0
143418.47+491236.5,1149053026365,17.80,0.11,218.57672,49.21016,56191.11787,0
143418.47+491236.5,1149053026365,17.82,0.11,218.57674,49.21022,56191.12436,0
143418.47+491236.5,1149053026365,17.50,0.09,218.57709,49.21032,56375.36905,0
143418.47+491236.5,1149053026365,17.71,0.10,218.57706,49.21017,56375.37527,0
143418.47+491236.5,1149053026365,17.64,0.10,218.57706,49.21026,56375.38153,0
143418.47+491236.5,1149053026365,17.72,0.10,218.57703,49.21023,56375.38775,0
143418.47+491236.5,1149053026365,17.72,0.10,218.57705,49.21019,56397.37009,0
143418.47+491236.5,1149053026365,17.71,0.10,218.57689,49.21006,56397.37745,0
143418.47+491236.5,1149053026365,17.69,0.10,218.57718,49.21014,56397.38483,0
143418.47+491236.5,1149053026365,17.65,0.10,218.57725,49.21013,56397.39224,0
143418.47+491236.5,1149053026365,17.77,0.11,218.57677,49.21020,56421.32051,0
143418.47+491236.5,1149053026365,17.61,0.11,218.57690,49.21022,56421.32623,0
143418.47+491236.5,1149053026365,17.69,0.11,218.57698,49.21011,56421.33190,0
143418.47+491236.5,1149053026365,17.83,0.11,218.57683,49.21024,56421.33759,0
143418.47+491236.5,1149053026365,17.74,0.10,218.57698,49.21014,56434.28603,0
143418.47+491236.5,1149053026365,17.88,0.11,218.57664,49.21005,56434.28941,0
143418.47+491236.5,1149053026365,17.75,0.10,218.57674,49.21038,56434.29599,0
143418.47+491236.5,1149053026365,17.93,0.11,218.57673,49.21027,56434.29936,0
143418.47+491236.5,1149053026365,17.80,0.11,218.57685,49.21031,56449.31004,0
143418.47+491236.5,1149053026365,17.85,0.11,218.57690,49.21021,56449.31570,0
143418.47+491236.5,1149053026365,17.65,0.10,218.57672,49.21035,56449.32133,0
143418.47+491236.5,1149053026365,17.75,0.11,218.57686,49.21018,56449.32702,0
143418.47+491236.5,1149053026365,17.63,0.12,218.57705,49.21009,56471.19782,0
143418.47+491236.5,1149053026365,17.62,0.11,218.57707,49.21032,56471.20452,0
143418.47+491236.5,1149053026365,17.73,0.12,218.57699,49.21020,56471.21130,0
143418.47+491236.5,1149053026365,17.70,0.12,218.57676,49.21012,56471.21805,0
095746.83+303024.2,1129047051740,18.49,0.14,149.44530,30.50690,53470.20022,0
095746.83+303024.2,1129047051740,18.19,0.13,149.44535,30.50690,53470.20753,0
095746.83+303024.2,1129047051740,18.55,0.15,149.44495,30.50698,53470.21484,0
095746.83+303024.2,1129047051740,18.39,0.14,149.44498,30.50687,53470.22217,0
095746.83+303024.2,1129047051740,18.61,0.14,149.44517,30.50687,53708.49288,0
095746.83+303024.2,1129047051740,18.38,0.13,149.44516,30.50699,53708.50112,0
095746.83+303024.2,1129047051740,18.66,0.14,149.44527,30.50703,53708.50938,0
095746.83+303024.2,1129047051740,18.66,0.14,149.44523,30.50706,53708.51766,0
095746.83+303024.2,1129047051740,18.67,0.15,149.44548,30.50685,53728.35830,0
095746.83+303024.2,1129047051740,18.81,0.16,149.44548,30.50706,53728.36691,0
095746.83+303024.2,1129047051740,18.40,0.13,149.44541,30.50698,53728.37559,0
095746.83+303024.2,1129047051740,18.44,0.14,149.44531,30.50689,53728.38421,0
095746.83+303024.2,1129047051740,18.67,0.14,149.44535,30.50704,53675.47410,0
095746.83+303024.2,1129047051740,18.42,0.16,149.44537,30.50690,53677.46982,0
095746.83+303024.2,1129047051740,18.70,0.15,149.44517,30.50693,53677.47663,0
095746.83+303024.2,1129047051740,18.42,0.15,149.44520,30.50680,53677.48345,0
095746.83+303024.2,1129047051740,18.42,0.14,149.44513,30.50690,53677.49026,0
095746.83+303024.2,1129047051740,18.65,0.14,149.44526,30.50697,53678.47142,0
095746.83+303024.2,1129047051740,18.52,0.14,149.44515,30.50695,53678.47677,0
095746.83+303024.2,1129047051740,18.60,0.14,149.44508,30.50670,53678.48213,0
095746.83+303024.2,1129047051740,18.60,0.14,149.44517,30.50685,53678.48746,0
095746.83+303024.2,1129047051740,18.62,0.14,149.44521,30.50691,53849.18365,0
095746.83+303024.2,1129047051740,18.76,0.15,149.44519,30.50683,53849.19032,0
095746.83+303024.2,1129047051740,18.53,0.14,149.44479,30.50700,53849.19705,0
095746.83+303024.2,1129047051740,18.58,0.14,149.44483,30.50683,53849.20368,0
095746.83+303024.2,1129047051740,18.65,0.14,149.44522,30.50676,54082.50278,0
095746.83+303024.2,1129047051740,18.51,0.13,149.44517,30.50687,54082.50822,0
095746.83+303024.2,1129047051740,18.40,0.13,149.44538,30.50718,54082.51367,0
095746.83+303024.2,1129047051740,18.78,0.15,149.44513,30.50708,54082.51921,0
095746.83+303024.2,1129047051740,18.58,0.15,149.44498,30.50709,54095.34191,0
095746.83+303024.2,1129047051740,18.32,0.13,149.44550,30.50682,54095.35281,0
095746.83+303024.2,1129047051740,18.75,0.15,149.44522,30.50686,54095.36369,0
095746.83+303024.2,1129047051740,18.63,0.14,149.44523,30.50671,54095.37463,0
095746.83+303024.2,1129047051740,18.35,0.13,149.44553,30.50711,53770.29025,0
095746.83+303024.2,1129047051740,18.59,0.15,149.44521,30.50678,53770.29883,0
095746.83+303024.2,1129047051740,18.71,0.15,149.44512,30.50688,53770.30744,0
095746.83+303024.2,1129047051740,18.22,0.13,149.44518,30.50685,53770.31599,0
095746.83+303024.2,1129047051740,18.82,0.16,149.44517,30.50700,53793.19480,0
095746.83+303024.2,1129047051740,18.22,0.12,149.44525,30.50695,53793.19909,0
095746.83+303024.2,1129047051740,18.72,0.15,149.44527,30.50703,53793.20341,0
095746.83+303024.2,1129047051740,18.41,0.29,149.44517,30.50683,53793.20771,0
095746.83+303024.2,1129047051740,18.26,0.13,149.44564,30.50665,53737.32959,0
095746.83+303024.2,1129047051740,18.66,0.14,149.44516,30.50690,53737.33691,0
095746.83+303024.2,1129047051740,18.58,0.14,149.44527,30.50693,53737.34427,0
095746.83+303024.2,1129047051740,18.67,0.14,149.44505,30.50688,53737.35176,0
095746.83+303024.2,1129047051740,18.53,0.13,149.44551,30.50687,53740.36026,0
095746.83+303024.2,1129047051740,18.74,0.15,149.44510,30.50685,53740.36842,0
095746.83+303024.2,1129047051740,18.67,0.14,149.44542,30.50700,53740.37656,0
095746.83+303024.2,1129047051740,18.81,0.15,149.44517,30.50698,53740.38469,0
095746.83+303024.2,1129047051740,18.53,0.14,149.44520,30.50695,53757.42366,0
095746.83+303024.2,1129047051740,18.90,0.16,149.44527,30.50683,53757.43123,0
095746.83+303024.2,1129047051740,18.41,0.13,149.44504,30.50692,53757.43887,0
095746.83+303024.2,1129047051740,18.56,0.14,149.44500,30.50694,53757.44652,0
095746.83+303024.2,1129047051740,18.35,0.13,149.44509,30.50693,53762.29427,0
095746.83+303024.2,1129047051740,18.55,0.14,149.44533,30.50689,53762.30074,0
095746.83+303024.2,1129047051740,18.65,0.15,149.44515,30.50683,53762.30719,0
095746.83+303024.2,1129047051740,18.57,0.14,149.44527,30.50685,53762.31363,0
095746.83+303024.2,1129047051740,18.33,0.13,149.44529,30.50696,53800.34312,0
095746.83+303024.2,1129047051740,18.80,0.15,149.44516,30.50701,53800.34958,0
095746.83+303024.2,1129047051740,18.42,0.13,149.44515,30.50690,53800.35620,0
095746.83+303024.2,1129047051740,18.70,0.15,149.44547,30.50693,53800.36270,0
095746.83+303024.2,1129047051740,18.54,0.14,149.44549,30.50684,53818.21644,0
095746.83+303024.2,1129047051740,18.73,0.15,149.44540,30.50690,53818.22469,0
095746.83+303024.2,1129047051740,18.54,0.14,149.44488,30.50678,53818.23297,0
095746.83+303024.2,1129047051740,18.59,0.14,149.44521,30.50690,53818.24118,0
095746.83+303024.2,1129047051740,18.60,0.14,149.44560,30.50686,53879.15364,0
095746.83+303024.2,1129047051740,18.63,0.15,149.44520,30.50691,53879.15914,0
095746.83+303024.2,1129047051740,18.73,0.15,149.44525,30.50682,53879.16463,0
095746.83+303024.2,1129047051740,18.47,0.14,149.44510,30.50700,53879.17014,0
095746.83+303024.2,1129047051740,18.62,0.13,149.44518,30.50705,54060.49661,0
095746.83+303024.2,1129047051740,18.72,0.14,149.44528,30.50705,54060.50374,0
095746.83+303024.2,1129047051740,18.72,0.14,149.44518,30.50694,54060.51089,0
095746.83+303024.2,1129047051740,18.56,0.13,149.44531,30.50694,54060.51805,0
095746.83+303024.2,1129047051740,18.41,0.14,149.44541,30.50681,54036.48149,0
095746.83+303024.2,1129047051740,18.52,0.15,149.44517,30.50699,54036.48630,0
095746.83+303024.2,1129047051740,18.78,0.17,149.44539,30.50667,54036.49118,0
095746.83+303024.2,1129047051740,18.83,0.15,149.44519,30.50703,54036.49608,0
095746.83+303024.2,1129047051740,18.78,0.15,149.44529,30.50686,54440.38946,0
095746.83+303024.2,1129047051740,18.57,0.13,149.44529,30.50704,54440.39601,0
095746.83+303024.2,1129047051740,18.61,0.14,149.44512,30.50691,54440.40255,0
095746.83+303024.2,1129047051740,18.43,0.13,149.44493,30.50734,54440.40908,0
095746.83+303024.2,1129047051740,18.68,0.14,149.44507,30.50686,54449.41607,0
095746.83+303024.2,1129047051740,18.59,0.13,149.44537,30.50697,54449.42325,0
095746.83+303024.2,1129047051740,18.58,0.13,149.44511,30.50695,54449.43047,0
095746.83+303024.2,1129047051740,18.67,0.14,149.44501,30.50692,54449.43768,0
095746.83+303024.2,1129047051740,18.61,0.14,149.44523,30.50683,54140.25085,0
095746.83+303024.2,1129047051740,18.36,0.12,149.44507,30.50686,54140.25732,0
095746.83+303024.2,1129047051740,18.70,0.14,149.44526,30.50692,54140.26380,0
095746.83+303024.2,1129047051740,18.54,0.13,149.44527,30.50684,54140.27027,0
095746.83+303024.2,1129047051740,18.53,0.13,149.44536,30.50683,54158.23065,0
095746.83+303024.2,1129047051740,18.62,0.14,149.44506,30.50687,54158.23714,0
095746.83+303024.2,1129047051740,18.34,0.12,149.44521,30.50689,54158.24362,0
095746.83+303024.2,1129047051740,18.22,0.12,149.44468,30.50689,54158.25011,0
095746.83+303024.2,1129047051740,18.69,0.14,149.44530,30.50677,54110.36711,0
095746.83+303024.2,1129047051740,18.54,0.13,149.44530,30.50689,54110.37313,0
095746.83+303024.2,1129047051740,18.81,0.15,149.44513,30.50691,54110.37917,0
095746.83+303024.2,1129047051740,18.12,0.11,149.44552,30.50663,54110.38519,0
095746.83+303024.2,1129047051740,18.56,0.13,149.44526,30.50686,54117.30381,0
095746.83+303024.2,1129047051740,18.52,0.13,149.44511,30.50693,54117.31033,0
095746.83+303024.2,1129047051740,18.37,0.12,149.44522,30.50696,54117.31681,0
095746.83+303024.2,1129047051740,18.53,0.13,149.44523,30.50694,54117.32332,0
095746.83+303024.2,1129047051740,18.35,0.12,149.44508,30.50682,54128.27429,0
095746.83+303024.2,1129047051740,18.30,0.12,149.44501,30.50698,54128.27920,0
095746.83+303024.2,1129047051740,18.72,0.14,149.44527,30.50696,54128.28411,0
095746.83+303024.2,1129047051740,18.70,0.14,149.44508,30.50700,54128.28902,0
095746.83+303024.2,1129047051740,18.85,0.12,149.44533,30.50695,54259.15585,0
095746.83+303024.2,1129047051740,18.81,0.12,149.44517,30.50696,54259.16382,0
095746.83+303024.2,1129047051740,18.68,0.11,149.44524,30.50683,54259.17178,0
095746.83+303024.2,1129047051740,18.38,0.10,149.44511,30.50670,54259.17977,0
095746.83+303024.2,1129047051740,18.49,0.13,149.44525,30.50703,54174.19189,0
095746.83+303024.2,1129047051740,18.20,0.11,149.44523,30.50697,54174.19898,0
095746.83+303024.2,1129047051740,18.80,0.15,149.44534,30.50691,54174.20607,0
095746.83+303024.2,1129047051740,18.38,0.12,149.44518,30.50683,54174.21317,0
095746.83+303024.2,1129047051740,18.89,0.16,149.44532,30.50689,54185.16861,0
095746.83+303024.2,1129047051740,19.00,0.16,149.44557,30.50708,54185.17782,0
095746.83+303024.2,1129047051740,18.65,0.14,149.44524,30.50699,54185.18703,0
095746.83+303024.2,1129047051740,18.60,0.14,149.44527,30.50686,54185.19626,0
095746.83+303024.2,1129047051740,18.96,0.17,149.44505,30.50702,54245.15661,0
095746.83+303024.2,1129047051740,18.36,0.13,149.44539,30.50658,54245.16475,0
095746.83+303024.2,1129047051740,18.73,0.15,149.44494,30.50684,54245.17286,0
095746.83+303024.2,1129047051740,18.73,0.15,149.44514,30.50690,54245.18097,0
095746.83+303024.2,1129047051740,18.40,0.13,149.44525,30.50696,54411.43515,0
095746.83+303024.2,1129047051740,18.43,0.13,149.44534,30.50706,54411.44331,0
095746.83+303024.2,1129047051740,18.55,0.14,149.44510,30.50705,54411.45144,0
095746.83+303024.2,1129047051740,18.71,0.14,149.44529,30.50699,54411.45962,0
095746.83+303024.2,1129047051740,18.50,0.13,149.44512,30.50675,54422.41758,0
095746.83+303024.2,1129047051740,18.61,0.14,149.44523,30.50691,54422.42530,0
095746.83+303024.2,1129047051740,18.43,0.13,149.44528,30.50698,54422.43307,0
095746.83+303024.2,1129047051740,18.49,0.13,149.44534,30.50696,54422.44075,0
095746.83+303024.2,1129047051740,18.70,0.16,149.44523,30.50692,54385.48495,0
095746.83+303024.2,1129047051740,18.73,0.16,149.44542,30.50685,54385.49158,0
095746.83+303024.2,1129047051740,18.60,0.15,149.44554,30.50685,54385.49825,0
095746.83+303024.2,1129047051740,18.83,0.16,149.44536,30.50702,54385.50490,0
095746.83+303024.2,1129047051740,18.36,0.12,149.44540,30.50693,54557.22754,0
095746.83+303024.2,1129047051740,18.57,0.13,149.44517,30.50705,54557.23396,0
095746.83+303024.2,1129047051740,18.38,0.13,149.44539,30.50697,54557.24040,0
095746.83+303024.2,1129047051740,18.60,0.14,149.44506,30.50692,54557.24685,0
095746.83+303024.2,1129047051740,18.43,0.13,149.44528,30.50691,54566.15222,0
095746.83+303024.2,1129047051740,18.35,0.13,149.44522,30.50689,54566.16108,0
095746.83+303024.2,1129047051740,18.38,0.13,149.44525,30.50688,54566.16989,0
095746.83+303024.2,1129047051740,18.50,0.13,149.44503,30.50696,54566.17875,0
095746.83+303024.2,1129047051740,18.33,0.13,149.44504,30.50725,54574.25791,0
095746.83+303024.2,1129047051740,18.23,0.12,149.44549,30.50722,54574.26275,0
095746.83+303024.2,1129047051740,18.37,0.13,149.44564,30.50702,54574.26759,0
095746.83+303024.2,1129047051740,19.41,0.20,149.44369,30.50694,54574.27244,0
095746.83+303024.2,1129047051740,19.25,0.19,149.44572,30.50658,54574.27244,1
095746.83+303024.2,1129047051740,18.51,0.14,149.44530,30.50694,54585.21710,0
095746.83+303024.2,1129047051740,18.27,0.13,149.44529,30.50695,54585.22355,0
095746.83+303024.2,1129047051740,18.31,0.12,149.44507,30.50694,54585.23003,0
095746.83+303024.2,1129047051740,18.46,0.13,149.44527,30.50694,54585.23649,0
095746.83+303024.2,1129047051740,18.61,0.14,149.44520,30.50708,54804.42638,0
095746.83+303024.2,1129047051740,18.37,0.13,149.44499,30.50695,54804.43545,0
095746.83+303024.2,1129047051740,18.53,0.14,149.44506,30.50720,54804.44442,0
095746.83+303024.2,1129047051740,18.61,0.15,149.44532,30.50690,54804.45339,0
095746.83+303024.2,1129047051740,18.51,0.13,149.44532,30.50698,54831.36103,0
095746.83+303024.2,1129047051740,18.24,0.12,149.44521,30.50698,54831.36879,0
095746.83+303024.2,1129047051740,18.40,0.12,149.44539,30.50678,54831.37658,0
095746.83+303024.2,1129047051740,18.57,0.13,149.44535,30.50704,54831.38452,0
095746.83+303024.2,1129047051740,18.92,0.19,149.44520,30.50699,54497.21336,0
095746.83+303024.2,1129047051740,18.71,0.20,149.44501,30.50656,54497.21833,0
095746.83+303024.2,1129047051740,18.21,0.17,149.44443,30.50711,54497.22328,0
095746.83+303024.2,1129047051740,18.73,0.27,149.44552,30.50754,54497.22829,0
095746.83+303024.2,1129047051740,18.37,0.12,149.44528,30.50698,54504.30202,0
095746.83+303024.2,1129047051740,18.44,0.13,149.44526,30.50684,54504.30876,0
095746.83+303024.2,1129047051740,18.19,0.12,149.44521,30.50682,54504.31549,0
095746.83+303024.2,1129047051740,18.27,0.12,149.44517,30.50680,54504.32219,0
095746.83+303024.2,1129047051740,18.50,0.13,149.44513,30.50696,54524.33783,0
095746.83+303024.2,1129047051740,18.59,0.13,149.44520,30.50702,54524.34506,0
095746.83+303024.2,1129047051740,18.32,0.12,149.44503,30.50695,54524.35230,0
095746.83+303024.2,1129047051740,18.36,0.12,149.44510,30.50695,54524.35952,0
095746.83+303024.2,1129047051740,18.55,0.13,149.44522,30.50691,54476.36035,0
095746.83+303024.2,1129047051740,18.59,0.13,149.44525,30.50682,54476.36941,0
095746.83+303024.2,1129047051740,18.67,0.14,149.44511,30.50690,54476.37846,0
095746.83+303024.2,1129047051740,18.60,0.13,149.44519,30.50696,54476.38752,0
095746.83+303024.2,1129047051740,18.74,0.17,149.44485,30.50729,54625.15947,0
095746.83+303024.2,1129047051740,18.31,0.14,149.44506,30.50683,54625.16332,0
095746.83+303024.2,1129047051740,18.37,0.14,149.44516,30.50673,54625.16715,0
095746.83+303024.2,1129047051740,18.45,0.15,149.44524,30.50681,54625.17099,0
095746.83+303024.2,1129047051740,18.42,0.14,149.44498,30.50702,54532.35929,0
095746.83+303024.2,1129047051740,18.28,0.12,149.44524,30.50676,54538.28768,0
095746.83+303024.2,1129047051740,18.32,0.12,149.44510,30.50703,54538.29534,0
095746.83+303024.2,1129047051740,18.27,0.12,149.44514,30.50681,54538.30300,0
095746.83+303024.2,1129047051740,18.39,0.13,149.44533,30.50668,54538.31064,0
095746.83+303024.2,1129047051740,18.79,0.15,149.44524,30.50680,54548.33156,0
095746.83+303024.2,1129047051740,18.54,0.14,149.44515,30.50696,54548.33767,0
095746.83+303024.2,1129047051740,18.76,0.15,149.44531,30.50707,54548.34380,0
095746.83+303024.2,1129047051740,18.65,0.14,149.44536,30.50695,54548.34994,0
095746.83+303024.2,1129047051740,18.59,0.14,149.44514,30.50697,54596.15726,0
095746.83+303024.2,1129047051740,18.44,0.13,149.44513,30.50723,54596.16425,0
095746.83+303024.2,1129047051740,18.36,0.13,149.44515,30.50718,54596.17127,0
095746.83+303024.2,1129047051740,18.35,0.13,149.44521,30.50715,54596.17827,0
095746.83+303024.2,1129047051740,18.42,0.15,149.44534,30.50692,54791.50632,0
095746.83+303024.2,1129047051740,18.50,0.15,149.44513,30.50709,54791.51171,0
095746.83+303024.2,1129047051740,18.55,0.16,149.44514,30.50686,54791.51713,0
095746.83+303024.2,1129047051740,18.48,0.15,149.44528,30.50708,54791.52259,0
095746.83+303024.2,1129047051740,18.45,0.13,149.44517,30.50690,54766.48596,0
095746.83+303024.2,1129047051740,18.58,0.13,149.44553,30.50663,54766.49380,0
095746.83+303024.2,1129047051740,18.39,0.12,149.44541,30.50703,54766.50170,0
095746.83+303024.2,1129047051740,18.38,0.12,149.44552,30.50685,54766.50966,0
095746.83+303024.2,1129047051740,18.67,0.14,149.44509,30.50692,54940.17427,0
